residence_zone,total_income,mean_family_income,per_capita_income,median_family_income
440,171486562.5806118,3873.4100878889776,1372.0900816166468,2957
441,3487638.5,4098.282608695652,1383.4345497818315,3310
442,71081291.89635701,4491.14120783199,1699.8180619450693,3860
443,214069754.2976468,4966.3547303648475,1868.0712279669692,4367.73566788716
444,216901933.16925249,3970.962856893779,1419.357356637366,3301.063604765382
445,170487201.04273868,5362.413142601791,1936.3423783333565,4684.43223736483
446,44941594.57572321,4500.460101714722,1597.2986414459488,3155.5318023826912
447,165743941.78718024,5764.405167710502,2097.891801622433,4036.2248718603832
448,44075285.56830704,5110.770590017072,1791.8967991343245,3800
449,23015642.770424183,4690.369425397224,1633.4735820031372,3813.563486461406
450,21457328.019281004,5002.874334176028,1754.196208247304,4367.73566788716
451,55064850.582159095,4698.7670093147035,1685.177212087132,4684.43223736483
452,252307596.1328803,6761.3783935277215,2574.1995646834143,5779.081274591074
453,155930266.39224333,7417.127260250368,2847.989377221298,6500
454,152879992.9475825,8893.02501003912,3658.29128852794,8795.539526723149
455,181370015.8691784,8073.130391891031,3306.3534020449993,6000
456,314223244.4171925,8770.815732071464,3497.743047522068,5500
457,331342800.4518646,5144.595231063309,1888.4773899396696,4186.224871860383
458,198032793.65197983,5733.267527054226,2133.629194117112,5000
459,73035775.62249552,4191.917328961459,1462.265513894638,3250
460,32682250.977189865,4418.909001783386,1585.43955453526,3798.563486461406
461,,,,
462,224737503.90025935,4112.5314088652385,1480.903707244206,3516
463,165266764.74210024,6317.536878520653,2369.857675869341,4367.73566788716
464,136623264.54262182,3804.9200585574335,1405.8784167793965,3420.7406638583952
465,170518355.43508953,4318.23225878975,1580.8936922650194,3700
466,81236055.97246699,4042.7745472686634,1502.5349752611055,3797.12697292281
467,120974989.43386972,4624.426201600531,1694.6361303020128,3540.4177229514085
468,204310559.48978555,7639.777118864202,2843.412468196422,6300
469,110242934.1314403,6003.536139598129,2215.092409560979,5388.38
470,196855225.3701623,5699.340630288421,2030.1887852209293,5612
471,88975034.52493937,3988.1234659318375,1438.794219355423,3540.4177229514085
472,78301928.48578164,3497.1830498339305,1244.5669313483534,3160
473,172825358.9282182,4129.539531390361,1451.5942425874418,3520.208861475704
474,78066926.93940945,4008.365523691179,1404.207697444184,3100
475,30201094.19022159,4786.227288466173,1618.146924036733,2840
476,241350380.6920639,4720.328196598157,1624.7080490882804,4000
477,8587306.470356604,4510.139952918383,1612.3369264657542,3830
478,10998121.5548361,3999.316929031309,1354.9490642892824,4160
479,33346439.49359827,5611.989143991627,2043.4119427414828,4900
480,157472068.66147465,10623.022159269352,3795.422238165211,3960
481,37998334.74820733,5117.620841509403,1761.0573642400393,4100
482,8714155.954898989,4687.550271597087,1714.3726057247666,4306
483,59556257.62728568,4631.556414850977,2142.92809539744,4000
484,,,,
485,,,,
486,215534435.49806657,4950.0352647574,1718.1451421174563,4575
487,384854622.38611794,16678.423505357183,6604.451921782639,6647.525771628534
488,,,,
489,,,,
490,82062143.54976055,4733.878246627055,1682.4287262129037,3100
491,103666098.73730572,4847.263718733581,1695.497346133683,4367.73566788716
492,49695739.64916554,5103.720145213342,1775.1014305317024,4000
493,21064318.005330212,18284.99826851581,5648.784662196355,10000
494,179327299.8598184,3798.589599630403,1364.3593498011835,3150
495,168412994.32819334,4623.301241611802,1687.082337372336,3400.5318023826912
496,96293863.02305304,3829.514967334048,1369.7952007603772,3000
497,87275271.20973875,5933.863965851155,2090.5758787395207,3925
498,149640738.8279897,8520.042203037787,2931.0861032258535,4500
499,16386473.533866229,7889.491349959676,3075.539326926843,6198.1119471319635
500,70968796.84108706,9016.490514685183,3631.4177373528632,7646.47472233248
501,144063885.1273964,8977.6210586026209,3296.882740860845,6888.525773399193
502,169176991.2033031,7189.231310696206,2774.575904538052,5024.091899104776
503,72813141.5233182,4757.784992375738,1629.1115678111244,4200
504,125227797.3186079,4872.487347519856,1740.580398056985,4367.73566788716
505,267218595.51215217,5929.494419565789,2109.0321819083556,5024.091899104776
506,157326877.42419028,5010.094123346606,1915.676855370898,4367.73566788716
507,29504489.20580398,4942.953460513305,1691.1893388630028,4684.43223736483
508,45817678.21244811,6729.976235671,2806.767839527573,4854.262068234802
509,192435016.20720232,4378.199809050622,1538.433994541335,3797.12697292281
510,78260964.6685077,5066.0904109598405,1725.862582554308,4684.43223736483
511,99020070.80975425,5331.111812735778,1929.877230305682,4526.083952625995
512,55972762.028835766,4611.746068125223,1543.0545853458598,3934.788358321788
513,15128977.81437734,4230.556528969206,1623.8035649218994,3000
514,163737492.8578548,4325.418147534964,1639.6212096357492,3301.063604765382
515,65498264.676122986,16956.778979194012,5746.97417532009,6647.525771628534
516,170524672.096891,12171.639692854487,4424.844882891973,7573.23736116624
517,85225027.22577652,9333.591854755907,3257.5883810785294,7400
518,233633911.4181593,4163.78092385021,1465.8554899999951,3077.891304199693
519,9190115.200000001,3096.3999999999996,1036.0896505073288,2870
520,,,,
521,52767773.2972342,3180.122539458456,1065.4344760884812,2400
522,83792141.97426037,4645.054713357744,1627.0634764609094,3450
523,22040418.85761999,12278.784878896942,4341.22884727595,10750
524,179791778.97658885,4629.119962939305,1690.2012632584308,4367.73566788716
525,218128305.7173775,4907.8255308218595,1717.2752772585245,4456
526,1334300220.59961,24253.8890909857,8372.07981552696,6888.525773399193
527,37222853.94341616,5994.9837241771975,1993.72543885464,4348.86783394358
