origin_zone,short_distance,expensive_transport,distant_stop_or_station,infrequent_transport,long_travel_time,crowded_transport,physical_activity,fear_of_contagion,other_reasons,total
321,48567.86567007855,1076.5314744490795,1083.3851224334855,0,0,0,633.58981067692866,0,301.20466104511729,51662.576738683165
322,11421.799403231527,563.35410392157837,0,0,0,74.426324711794024,761.85824465631015,0,0,12821.43807652121
323,6567.3668322057965,46.657686239137547,0,0,0,0,840.2143007367705,0,0,7454.238819181704
324,21980.659896620557,0,292.25186910213699,0,0,0,1260.3214511051558,0,0,23533.233216827848
325,37887.884211900593,0,0,0,0,0,1517.4346674565045,0,0,39405.318879357095
326,23287.024102836316,0,0,0,0,0,0,0,0,23287.024102836316
327,24113.634017162512,0,0,0,0,0,0,0,591.31240048492907,24704.946417647443
328,2060.691871001512,422.88749282548474,0,0,0,0,266.17451897400025,0,0,2749.7538828009974
329,2110.482754350503,0,0,113.55386615894305,0,0,290.11799269956936,0,0,2514.154613209015
330,7646.5923969666574,0,496.55023533936793,0,0,0,0,0,0,8143.142632306025
331,11844.59243804592,0,0,0,0,0,268.13890392732765,0,0,12112.731341973247
332,13891.013972741075,0,0,0,0,0,0,0,0,13891.013972741075
333,5889.1336144780953,0,0,0,0,0,0,0,0,5889.133614478095
334,10293.19357766655,265.53133762291719,0,0,0,0,0,0,0,10558.724915289467
335,12334.09679007968,0,0,123.66743511220348,0,0,0,0,0,12457.764225191884
336,7611.0961110998251,0,0,0,0,1172.0387236006898,0,0,0,8783.134834700515
337,3589.9985506600597,0,0,0,0,0,215.99789567022381,0,204.92221497805889,4010.9186613083425
338,5120.4676851159966,0,0,0,0,0,0,0,0,5120.467685115997
339,12150.986672643039,0,0,0,0,0,0,0,0,12150.98667264304
340,3714.0313477218028,0,0,0,0,0,123.66743511220348,0,0,3837.6987828340066
341,1599.8788483658229,0,0,0,0,0,8.5640200778505395,0,0,1608.4428684436734
342,3042.2904476620124,0,35.892316051169963,123.66743511220348,0,0,502.9078371487642,0,0,3704.7580359741496
343,11571.897977660698,0,0,0,0,0,81.908105860362227,0,0,11653.80608352106
344,61.498813030507272,0,0,0,0,0,0,0,0,61.49881303050727
345,17403.767601781463,0,0,0,0,0,0,0,0,17403.767601781463
346,11434.370692205815,516.1080405526867,0,0,0,0,0,0,0,11950.478732758502
347,-,-,-,-,-,-,-,-,-,0
348,36444.400665789268,846.77571408998085,0,0,0,0,0,0,0,37291.176379879245
349,3723.4193744627942,0,0,230.11246568327434,0,0,0,0,0,3953.5318401460686
350,-,-,-,-,-,-,-,-,-,0
351,37712.534899436505,0,0,0,0,0,570.11289081503935,0,0,38282.64779025155
352,25887.607070381753,0,0,0,0,0,902.75658503541536,0,0,26790.363655417168
353,-,-,-,-,-,-,-,-,-,0
354,-,-,-,-,-,-,-,-,-,0
355,-,-,-,-,-,-,-,-,-,0
356,37061.044470310859,1091.2975152823224,0,472.91188192696501,0,0,759.0956680317172,0,316.28986167988296,39700.639397231746
357,42518.47913426788,1704.1504713030049,951.51909354077202,472.91188192696501,0,0,176.84542817427598,0,0,45823.9060092129
358,1821.5475109966071,0,0,0,0,0,0,0,0,1821.5475109966071
359,31980.169239386723,0,0,0,0,0,0,0,0,31980.169239386723
360,-,-,-,-,-,-,-,-,-,0
361,12267.099069878783,0,875.37471551625595,0,0,0,0,0,665.66039704210152,13808.13418243714
362,5930.2458314054802,0,0,0,0,0,0,0,539.7939305438382,6470.039761949319
363,15231.121041114469,159.70421134902847,0,0,0,0,0,0,0,15390.825252463495
364,23820.323723407149,159.70421134902847,0,0,0,0,405.44560476585724,0,0,24385.47353952203
365,6920.5137844766159,0,48.161603394202636,0,0,0,0,0,0,6968.675387870819
366,3284.1262194064584,0,0,0,0,0,0,0,0,3284.1262194064584
367,16241.586829856416,3139.7403472882479,0,0,0,0,492.95462711726032,0,0,19874.28180426193
368,8268.4094207106773,461.95158345811728,349.45560199422329,237.47459694353302,0,0,0,0,0,9317.291203106552
369,38807.543271409311,0,0,0,0,0,492.95462711726032,0,0,39300.49789852657
370,25788.944710104442,168.14270641813002,0,1638.456474240086,0,0,0,0,0,27595.54389076266
371,47433.155742109746,0,349.45560199422329,237.47459694353302,0,0,0,0,0,48020.0859410475
372,23429.826036730654,1845.2077403713524,0,0,0,0,0,0,0,25275.03377710201
373,27962.905036734657,0,0,0,0,0,0,0,0,27962.905036734657
374,19335.63373735598,0,0,0,0,0,0,0,0,19335.63373735598
375,808.15147544284719,769.70060189737819,0,0,0,0,0,0,0,1577.8520773402254
376,44164.253462058579,769.70060189737819,0,4154.4123761183291,0,0,0,0,0,49088.366440074285
377,33455.470681555802,0,0,0,0,0,0,0,0,33455.4706815558
378,100666.52801510858,2220.3180770751828,0,1630.9393308680624,0,0,0,0,0,104517.7854230518
379,55551.296914413302,0,48.161603394202636,480.10631959679802,0,0,35.959138754725231,0,0,56115.52397615903
380,20033.130309094147,0,0,1085.3022152557296,0,0,0,0,0,21118.432524349875
381,34007.381316829407,4291.4266939649406,0,0,0,0,0,0,0,38298.808010794346
382,-,-,-,-,-,-,-,-,-,0
383,43475.102957096489,0,0,1726.8537114373135,0,0,0,0,0,45201.9566685338
384,35701.373637377168,0,0,0,0,0,0,0,0,35701.37363737717
385,6732.5399042780446,0,0,0,0,0,231.71049071385841,0,0,6964.250394991903
386,-,-,-,-,-,-,-,-,-,0
387,1240.1441751632419,0,52.643117777398672,188.99020227515231,0,0,0,0,0,1481.777495215793
388,39884.102812150362,1505.0455144087209,0,4309.0789232263378,0,0,0,0,0,45698.227249785414
389,2158.7970072741209,0,0,0,0,0,0,0,0,2158.797007274121
390,28239.50573674191,0,999.0973765207234,0,0,0,0,0,0,29238.60311326263
391,668.48715869798332,0,0,0,0,0,0,0,0,668.4871586979833
392,-,-,-,-,-,-,-,-,-,0
393,-,-,-,-,-,-,-,-,-,0
394,51510.937897067233,2723.7390751178837,0,0,0,0,881.58079859041959,0,0,55116.25777077553
395,411.94431941944208,0,0,0,0,0,0,0,0,411.9443194194421
396,54840.303646264198,0,0,0,0,0,881.58079859041959,0,0,55721.884444854615
397,18767.634618565276,247.99725818520903,0,0,0,0,356.762237996951,0,84.319402174267651,19456.713516921704
398,57564.151282050072,6243.4927765909451,381.74964962264755,288.38109504455321,0,0,0,0,84.319402174267651,64562.094205482485
399,73210.415923972367,1889.8905397200547,3517.2690349278264,0,0,0,0,0,0,78617.57549862025
400,44106.754710177498,1860.9918215726898,0,188.00093897279967,0,0,152.0372349817693,0,803.42245643965168,47111.207162144405
401,61733.552480271632,3823.7341328423504,0,0,0,0,0,0,0,65557.28661311399
402,42879.38651011647,0,0,1122.9448753073991,0,0,0,0,355.48830294778782,44357.819688371645
403,71507.933323030753,239.32013711432089,0,0,0,0,0,0,0,71747.25346014508
404,101773.29913594833,1160.3431834721487,381.74964962264755,288.38109504455321,0,0,295.54581187312499,0,0,103899.3188759608
405,10142.198881361315,0,0,0,0,0,0,0,1168.6097157169477,11310.808597078263
406,9907.9664414334802,0,327.91928838280785,0,0,0,308.49401925071379,0,202.19724920627905,10746.57699827328
407,41844.616055958868,878.51684245636829,0,0,0,0,579.8856146430212,0,2833.7844271650474,46136.8029402233
408,23635.221335350394,0,0,0,0,0,335.2569782473206,0,0,23970.478313597716
409,12898.461658099968,0,0,0,0,0,0,0,0,12898.461658099968
410,40731.20486670739,1153.9226463428022,0,7007.2499379679521,1379.9361883683371,338.54029258423725,0,0,0,50610.85393197071
411,30638.181046808706,0,0,672.84599989324693,0,0,0,0,0,31311.027046701955
412,10738.968733240972,0,0,0,0,0,0,0,0,10738.968733240972
413,4553.1464274209975,0,0,0,0,0,0,0,0,4553.1464274209975
414,4887.2940472103774,0,0,0,0,0,0,0,0,4887.294047210377
415,12042.583171641007,0,0,0,0,0,0,0,0,12042.583171641008
416,3339.2426006940791,275.40580388643383,0,0,1379.9361883683371,0,0,0,0,4994.58459294885
417,-,-,-,-,-,-,-,-,-,0
418,12823.247475468712,901.8066110780569,0,0,0,0,328.956964352179,0,0,14054.011050898947
419,-,-,-,-,-,-,-,-,-,0
420,7585.2692330315422,0,0,228.94981862000029,0,0,144.30167386313232,0,1978.5625653602478,9937.083290874922
421,-,-,-,-,-,-,-,-,-,0
422,24044.41115250544,0,0,0,0,0,0,0,0,24044.41115250544
423,-,-,-,-,-,-,-,-,-,0
424,33602.926300669133,93.007488169505848,0,0,0,0,4325.9216527513718,0,2290.5768341086805,40312.43227569869
425,37261.730055784166,213.36039765441038,0,0,0,0,798.19017818156624,0,0,38273.280631620146
426,17636.031041380291,447.18709213343413,0,0,0,0,771.28621308444144,0,686.14756847937804,19540.651915077546
427,3391.3027760722016,210.10668520204803,0,192.13053720495242,0,0,483.48086900157307,0,85.059383892999051,4362.080251373774
428,12862.112573064913,93.007488169505848,0,192.13053720495242,0,0,1615.0149539613783,0,0,14762.265552400748
429,35614.498051786082,0,0,0,0,0,4852.8095829905424,0,0,40467.307634776625
430,11110.56933635643,297.48257648175587,0,0,0,0,0,0,0,11408.051912838186
431,4847.3081498345509,0,0,0,0,0,0,0,0,4847.308149834551
432,12218.369623450995,0,0,452.07892874353684,0,0,0,0,545.54781087974482,13215.996363074277
433,10485.352213798436,0,0,0,0,0,0,0,0,10485.352213798436
434,15032.484539907811,0,0,335.5245240500999,0,0,1407.558244676115,0,0,16775.567308634025
435,19427.470711187689,2327.516005445952,0,0,0,0,660.00225248643028,0,0,22414.98896912007
436,13740.503879937976,234.82266279546374,0,0,0,0,660.00225248643028,0,0,14635.328795219872
437,19294.198161857297,234.82266279546374,0,0,0,0,0,0,1089.3270946318685,20618.34791928463
438,30740.107190667117,1890.2433173657228,0,0,0,0,3013.8121238493336,0,199.65787136186685,35843.82050324404
439,54012.96346164788,0,0,636.86568225129065,0,0,0,0,0,54649.82914389917
440,66861.402146506414,1838.4306196838361,0,0,0,0,894.49439131562792,0,1860.0444283040388,71454.37158580992
441,656.85407286170857,0,0,0,0,0,0,0,0,656.8540728617086
442,16983.290715611001,408.49196838513905,0,318.73297087880439,0,0,583.17976110211441,0,0,18293.69541597706
443,49424.917865625175,408.49196838513905,0,647.49621909015536,0,0,768.93882618068642,0,7467.0684439090846,58716.913323190245
444,46392.691946782237,3652.9883589451629,0,328.76324821135097,0,0,4414.7081450777505,0,3686.6114236110302,58475.763122627526
445,23387.382205429214,0,0,0,0,0,1134.1383207065389,0,7883.0254075518169,32404.54593368757
446,2850.2036172691073,0,0,0,0,230.6383159915739,0,0,690.56848280530812,3771.4104160659895
447,23061.705373277786,5972.1866375032669,0,0,0,0,423.7439510580154,0,0,29457.635961839067
448,4084.5250773492298,0,0,0,0,0,0,0,0,4084.5250773492294
449,1820.1288484992065,475.01968140191786,0,0,0,0,0,0,0,2295.148529901124
450,5299.5011425448974,547.4076399611132,0,0,0,0,0,0,0,5846.9087825060105
451,22555.301527375585,263.98145771494438,0,0,0,0,0,0,0,22819.28298509053
452,49892.866968249378,0,0,0,0,0,3175.9661745108056,0,0,53068.83314276018
453,43358.928724945952,476.70975387913228,0,0,1154.1540227152316,0,277.61225420268454,0,1658.6866189707143,46926.09137471372
454,10333.007991601386,466.59573663431547,658.0056117784718,0,0,0,664.89506707026965,0,0,12122.50440708444
455,12890.46060828004,0,0,0,0,0,3623.2037640229237,0,0,16513.664372302963
456,25220.727841727654,5894.6303507146158,940.04085431468388,0,0,1485.0993487848773,3488.1362194834956,0,1614.2451009056554,38642.879715930976
457,28752.874291275682,7517.0179701715779,1646.9718326945524,818.3876271725178,0,0,1377.3813146887337,0,0,40112.63303600306
458,43219.970590197343,0,1121.5581389860561,717.3805512590875,0,1485.0993487848773,0,0,0,46544.008629227355
459,14311.626011291437,824.70723009985409,0,0,0,0,0,0,0,15136.33324139129
460,3424.3741344211689,0,0,0,0,0,364.97173067163675,0,0,3789.3458650928055
461,-,-,-,-,-,-,-,-,-,0
462,56460.262000907467,3141.8243971026627,1121.5581389860561,445.10500823648243,0,0,1632.645955224194,0,0,62801.395500456856
463,45445.764969258875,779.07215035596232,315.10030012370464,497.32282892566928,0,0,1114.2185240051165,0,605.0992387983265,48756.57801146765
464,60958.921109168456,0,635.48486978685048,353.7110919083342,0,0,1114.2185240051165,0,1395.510392276514,64457.84598714527
465,47249.747376869091,17111.93321735298,1010.5830880558733,2163.4571548891786,2551.0415844442614,0,4497.3309114937638,0,0,74584.09333310513
466,38683.534963222613,2551.8118575512426,682.33321588086096,2652.3129221703484,0,0,341.16660794043048,0,0,44911.1595667655
467,26108.877139941123,5420.8153682997345,375.09821826902288,1609.0679327371531,1267.5536876140231,0,397.7381897854882,0,0,35179.15053664654
468,22388.856420465341,0,0,0,0,0,0,0,0,22388.85642046534
469,12358.625376506883,587.50108235320818,0,0,0,0,657.99682354294669,0,0,13604.123282403038
470,39224.161714694776,2269.8743215220088,0,0,0,0,0,0,0,41494.036036216785
471,23138.638315005344,0,0,0,0,0,514.45239888715344,0,450.14584902625973,24103.23656291876
472,34706.324811071972,1134.8299935044201,0,0,0,0,0,0,381.56609244851478,36222.720897024905
473,70690.462327086338,7400.8104765460039,0,0,0,0,3382.7247850951512,0,381.56609244851478,81855.563681176
474,24949.905960911452,1223.4714876932903,0,0,0,0,137.18803235744539,0,0,26310.565480962185
475,9136.1886505312032,0,0,0,0,0,0,0,0,9136.188650531203
476,75186.885550905048,4688.4128346318403,1954.2235819324908,1094.5219444018769,0,0,476.10512612062416,0,406.29743421747946,83806.44647220937
477,560.75584634312224,0,0,0,0,0,0,0,0,560.7558463431222
478,1360.4133330284656,0,0,0,0,0,0,0,0,1360.4133330284656
479,6998.6221207123408,0,0,0,0,0,0,0,282.66240413146522,7281.284524843806
480,11027.393136410074,0,0,0,0,0,491.22700679232122,0,1276.7426304101102,12795.362773612504
481,6329.5341720117649,359.63155207995601,0,0,0,0,0,0,0,6689.165724091721
482,1477.4907474674094,0,0,0,0,0,0,0,0,1477.4907474674094
483,10435.614401269455,361.94623809742359,94.008550349415501,0,0,0,305.88663060403059,0,401.0716679942314,11598.527488314556
484,-,-,-,-,-,-,-,-,-,0
485,-,-,-,-,-,-,-,-,-,0
486,64217.896108668836,324.47000326289327,0,0,0,0,2995.2103838731077,0,0,67537.57649580484
487,28683.673525415339,0,0,0,0,0,0,0,0,28683.67352541534
488,4480.6778645066761,0,0,0,0,0,0,0,0,4480.677864506676
489,507.94475624891572,221.30167712838241,0,0,0,0,0,0,0,729.2464333772981
490,23011.228769182493,169.0909405303548,0,0,0,200.92261356938582,461.82138378951601,726.86442610309393,0,24569.928133174843
491,27367.176381639812,0,0,0,0,0,0,0,2031.7790249956629,29398.955406635476
492,6255.8610371429331,618.96622544127797,0,168.91232891306913,0,0,0,0,0,7043.73959149728
493,2014.0182825149523,37.644288789788362,0,0,0,0,0,0,0,2051.6625713047406
494,62626.672891324029,1245.2462349828179,0,0,0,0,461.82138378951601,0,0,64333.740510096366
495,39152.629914602985,0,0,0,0,0,0,0,539.62511778829446,39692.25503239128
496,26238.105993068417,1247.2042516843858,0,1242.7273923710743,0,0,776.12780382132905,0,0,29504.16544094521
497,19314.124082553877,648.22700871889799,0,0,0,0,0,0,0,19962.351091272776
498,27337.344636538881,538.19044655290088,0,0,0,0,747.6009731743577,0,0,28623.13605626614
499,9188.7194914141091,953.89289848180158,0,0,0,0,125.18238889174637,0,0,10267.794778787656
500,10930.715171685764,0,0,0,0,0,0,0,0,10930.715171685764
501,9747.810151225327,0,0,0,0,0,0,0,204.92221497805889,9952.732366203383
502,13909.712296653197,0,0,0,0,0,392.39918411408536,0,0,14302.111480767282
503,15484.382697411775,0,0,0,0,0,0,0,0,15484.382697411776
504,45164.434833728264,2300.5900346679864,0,0,0,0,0,0,0,47465.02486839625
505,41812.082978136881,339.34226836533503,0,0,0,0,0,0,0,42151.425246502215
506,42163.296380975284,416.94184280512036,0,0,0,0,0,0,0,42580.238223780405
507,3682.2131518095875,261.04861337812417,0,273.56397154404266,0,0,0,0,0,4216.825736731755
508,6698.891105556263,0,0,0,0,0,319.51323166084728,0,0,7018.40433721711
509,31302.386981120024,4761.6304382210255,0,0,0,0,0,0,0,36064.01741934105
510,14712.295292206405,0,0,0,0,0,0,0,0,14712.295292206403
511,17093.590002732661,0,0,0,0,0,0,0,419.75084878381841,17513.340851516477
512,13150.553288591353,0,0,0,0,0,0,0,0,13150.553288591353
513,6428.1070944191206,0,0,0,0,0,0,0,124.06826024930938,6552.17535466843
514,33350.182264287243,0,0,0,0,0,0,0,0,33350.18226428724
515,4443.8034533283171,169.0909405303548,0,0,0,200.92261356938582,0,0,0,4813.817007428058
516,8128.2868074808039,0,0,0,0,0,0,0,0,8128.286807480803
517,8796.5274445207724,0,0,0,0,0,873.35300194459842,0,0,9669.880446465371
518,39840.511625141924,822.70551885854604,601.43736675524633,0,0,0,1484.5862631407181,0,686.39853428990614,43435.63930818634
519,3922.4363938484707,118.84594415878489,0,0,0,0,0,0,0,4041.282338007255
520,991.49012833917971,0,0,0,0,0,0,0,0,991.4901283391797
521,5042.0837955250636,1485.9016855350092,0,0,0,0,0,0,0,6527.985481060073
522,30743.500591873253,2901.0423555565208,0,0,0,0,0,0,0,33644.54294742977
523,-,-,-,-,-,-,-,-,-,0
524,69363.744956336493,0,0,66.627690031982979,0,0,0,0,0,69430.37264636847
525,73044.949017448962,0,0,0,0,0,0,0,0,73044.94901744896
526,53023.798211066482,0,0,0,0,0,0,0,0,53023.79821106648
527,14979.923822673831,0,0,0,0,0,0,0,0,14979.923822673833
