work_zone,formal_employee_jobs,informal_employee,public_employee,independent_professional,self_employed,employer,family_business_owner,family_worker,total_jobs
113,19007.219173918907,1490.5806804154486,0,122.941568395931,3558.7676433337165,0,625.491533379799,324.20583963318,25129.206439076985
114,0,0,0,0,0,0,0,0,0
115,6073.3138152184865,3808.2758085945006,737.8161538696628,213.040917921313,7366.823512484713,0,0,0,18199.270208088677
116,14073.296023453237,1244.193847963779,2285.616851232612,0,16163.317301295989,821.894956331811,263.295126052458,317.283288864094,35168.89739519397
117,9339.090913025319,1386.658442220314,568.78035544194,347.703700060797,9699.797517396382,0,786.361829024651,0,22128.392757169404
118,2985.687607784228,0,0,0,1190.8478309585578,73.6814896750858,595.2986102653994,493.84280950952353,5339.358348192794
119,8114.479170559657,601.264865907611,2361.3615295888944,0,11840.929177449274,393.219478695882,1967.063014971895,527.740807094541,25806.058044267756
120,0,0,0,0,0,0,0,0,0
121,3217.115327248983,469.543434219985,0,0,9892.408727236543,515.976612964355,0,0,14095.044101669866
122,1206.167554573518,499.65044182376266,309.684378282348,0,5371.995392069994,0,1161.531007088827,1024.895323555066,9573.924097393514
123,1143.2661957309128,937.117991423654,0,0,4422.210863784152,0,0,445.575880415835,6948.170931354553
124,3144.0788941576434,758.4814351088289,0,0,8698.11749669423,0,0,244.017134034101,12844.694959994804
125,3274.427203618048,688.680145397676,984.6782776345152,441.952741041223,7721.277349506304,0,0,0,13111.015717197766
126,7146.828047242619,1074.1276390583294,481.15740999021693,0,1643.01612962638,456.386802475488,430.82670403621296,770.754274244687,12003.097006673934
127,15809.345466160474,1466.666471155676,1161.0249549632183,1741.2477243253988,7633.438215463857,104.017977732911,777.091238660779,441.953382499186,29134.7854309615
128,8553.117624828732,69.16468946973377,0,227.86064704164372,871.4137871051289,9.625,16.418406115121,33.728676266125,9781.328830826482
129,11277.49091950332,1772.50913041073,0,495.976302002852,1428.1086544709588,0,10.4041353383459,0,14984.489141726206
130,3845.303702610584,323.84474220981474,710.2336534155866,214.119961204637,455.0402748768867,0,72.0172625900438,0,5620.559596907553
131,9704.323863691114,0,269.4076146517521,0,1428.5917588369507,93.1637430260971,0,0,11495.486980205911
132,2529.7692629537796,19.3802931387067,520.8364584581843,0,349.4446559676863,0,0,0,3419.430670518357
133,12724.648911723849,1477.134828919448,1127.1154806612972,720.1693717212704,6752.519160284004,301.091722539568,493.43272097021094,0,23596.11219681965
134,8312.822490143559,906.4416188342695,0,564.309509491206,4225.835151591412,153.10176299501,256.9697577963531,0,14419.480290851809
135,8860.221518912904,1550.0287272600733,549.2456466891119,1415.4680300232314,7099.772467264966,359.89797075387,0,0,19834.63436090416
136,8988.164407425904,1190.877589707795,297.284226270638,424.015711317011,7771.83034113856,2466.4143190925643,302.463590241235,0,21441.050185193708
