zone,name,households,families,population,school_enrollment,jobs,private_cars,trips_produced,trips_attracted,area_ha
411,Jundiapeba,19405,19405,58829.999999999956,10447.0131373229,13254.479988903124,11941.53846153848,73822.237092168347,74615.489662104461,2374.68
412,Jardim Graziella,7381,7381,22352.999999999985,5430.126449649666,10160.335487012511,4661.684210526311,29951.54884691675,31416.246412284327,3985.96
413,Itapeti,4693,4693,13877.000000000004,1968.0352290466399,6654.311524670174,2815.7999999999993,17478.273695786447,17478.273695786447,15936.9
414,Sabaúna,6626,6626,19316.999999999989,2670.6315789473688,5350.682836647245,3897.64705882353,17351.053416823808,17293.537892301192,4422.81
415,César de Souza,14406,14406,40322.000000000007,7109.5905716599664,17254.70919168521,8311.153846153858,55746.507705216449,55513.166502297368,2932.91
416,Taiaçupeba,9251,9251,26887.000000000011,4014.6735351671146,7224.592278153307,6784.066666666673,22657.401335515522,22362.140556850969,19667.49
417,Quatinga-Barroso,,0,-,-,221.259522837613,0,439.32143998154925,177.9599232923151,14691.8
418,Biritiba-Mirim,10946,10946,30224.999999999975,5518.3107994648262,6524.465114612796,5388.800000000001,30473.558308916374,30656.322236001415,11078.94
419,Pico da Esplanada,,0,-,-,86.2660412242162,0,30.928561100490608,30.928561100490608,20733.85
420,Salesópolis,6209,6209,15327.000000000009,2700.5401050918995,4787.740094507673,2980.32,16716.214318821927,16243.764497942171,13629.43
421,Parque Nascentes do Tietê,,0,-,-,0,0,104.15423817265385,104.15423817265385,28967.46
422,Guararema,11906,11906,32006.000000000004,6557.9436828528133,14189.873556150877,9048.559999999998,47993.839116158655,47976.890361974802,19022.92
423,Vila Luis Carlos,,0,-,-,0,0,-,-,8121.05
424,Santa Paula,19332,19332,50316.999999999993,15968.599646064858,24349.37950968207,16570.285714285725,113394.366297031,112918.47542445506,294.73
425,Vila Gerti,21137,21137,56816.000000000065,9106.9975058875734,20871.32244404322,18062.52727272728,94977.2196767688,94558.654046102296,380.18
426,Estrada das Lágrimas,14102,14333.180327868851,38382.000000000022,14894.695756374513,9375.590440511269,13177.278688524566,71555.710807163487,71911.967648541307,360.05
427,Santo Antônio,2899,2899,7794.9999999999973,4046.9279327994823,12133.672762556507,2087.28,30877.047016634217,30997.499814290775,133.88
428,São Caetano do Sul,6101,6101,16486,7185.6519276954441,44119.133071928525,3798.735849056611,74065.518303043355,74294.132995164618,367.7
429,Santo André,29165,29165,71447.999999999913,43862.298538043877,109301.57814592143,28837.30337078647,253927.72813456031,255489.6644267003,795.2
430,Vila Gilda,14325,14325,36627,2836.9415505213838,12243.549054234158,14324.999999999984,51178.413981202531,49918.648264253701,291.6
431,Valparaíso,10264,10264,26662.999999999996,13696.126442055109,7995.998575926794,8732.05970149254,44087.692806310013,44087.692806310013,246.83
432,Sacadura Cabral,9004,9177.153846153846,25263.999999999975,3282.0028777912175,4514.584035208176,4675.153846153843,27801.453036826599,26623.618073888338,179.89
433,Campestre,12163,12163,30843.000000000018,4625.696762956145,20795.646836825992,13031.785714285745,50320.993817504597,50320.993817504597,287.09
434,Utinga,19912,19912,50969.999999999993,10408.0376199934,24907.83425779259,17178.980392156875,74559.997515792493,74020.178147315411,566.15
435,Vila Lucinda,20781,20781,54471.000000000007,13566.257806794129,17567.139610093844,20780.99999999999,74634.598182472342,75209.208357738564,457.81
436,Parque Oratório,22932,22932,61958.999999999971,8470.3242793262198,25480.94457558353,16441.811320754725,67801.393653729596,66480.970529299797,578.55
437,Parque das Nações,16535,16535,45410.000000000007,6823.1549412058839,19380.13108659095,14550.8,66982.410364805066,68661.796040661502,527.79
438,Jardim do Estádio,44153,44153,119720.00000000003,12511.496479052308,49954.1144267108,34060.885714285716,169328.30192796816,170702.32001112978,1142.33
439,Carijós,44093,44093,117151,12252.973868259553,38944.525819790106,37479.04999999997,182954.39446296921,182203.74344212463,914.11
440,Parque do Pedroso,43581,44272.7619047619,124982.00000000003,16478.56186550792,23111.26692282091,22136.38095238095,147840.2909872038,147644.30366893814,3164.82
441,Paranapiacaba,851,851,2521.0000000000018,199.63964076192514,1995.319134475324,370,2972.6515212184331,2972.6515212184331,8465.27
442,Capuava,15827,15827,41817.000000000029,7696.7281233448184,41079.20423847252,10750.415094339622,96712.2480591083,97921.586399593885,1957.14
443,Mauá,43104,43104,114593.99999999996,37532.109186091729,61036.36002620799,31694.117647058825,232223.66858708419,232265.40376123862,1131.35
444,Jardim Zaíra,54622,54622,152817.00000000006,20600.405983388926,31083.220781254397,23897.124999999993,162211.97363237516,160279.82744128248,1240.23
445,Barão de Mauá,31793,31793,88045.999999999985,12979.817731130726,12210.584675335933,25953.4693877551,94036.665228755461,93287.676334283649,604.52
446,Estrada do Carneiro,9986,9986,28135.999999999996,511.67622383205702,3655.516551554228,5910.08163265306,21445.910371128182,21737.671319223209,1268.48
447,Ribeirão Pires,28753,28753,79004.999999999971,22408.00660619987,45367.413318971594,19905.92307692309,138792.08186982083,134607.69447983688,5256.82
448,Jardim Santa Luzia,8624,8624,24597.000000000036,2718.5963375994133,5764.756723492302,7159.5471698113,25517.697345850225,27298.440567208738,2519.74
449,Ouro Fino Paulista,4907,4907,14089.999999999989,1396.6283832643821,3913.7863104411463,3827.46,15438.342492318407,15053.92581104543,2156.26
450,Parque Sete Pontes,4289,4289,12231.999999999989,2190.4041195065711,2759.6797334844864,3173.8600000000015,17068.537799472739,16853.650475479248,1886.11
451,Rio Grande da Serra,11719,11719,32675.999999999978,7894.7237933632796,12395.884489399928,7812.666666666688,57231.385880608119,57698.137143087122,1756.13
452,Planalto,37316,37316,98014.000000000044,31562.522706414136,60284.718254484986,35242.888888888876,185520.23182930471,187872.18854271676,1109.34
453,Paulicéia,21023,21023,54751.000000000007,15229.242783982294,36065.33743391152,20602.53999999999,110021.771099102,110021.771099102,805.47
454,Rudge Ramos,17191,17191,41789.999999999971,19737.361505190125,31758.862153086848,17816.12727272726,110075.95213798591,108830.41467992365,470.61
455,Baeta Neves,22042,22465.884615384613,54854.999999999985,33235.876682870781,44939.052541759585,20346.461538461528,121785.20563873598,124611.98286078508,535.87
456,São Bernardo do Campo,35826,35826,89836,30578.029612430604,64532.46948950229,33807.63380281693,227206.51464636991,224617.79739500862,742.96
457,Montanhão,64406,64406,175454.99999999994,25619.467424500803,36108.37455191195,47231.06666666662,209712.36072682167,206321.55457094088,1054.93
458,Demarchi,34541,34541,92815.000000000058,24814.072831171092,46354.72487629979,26047.311475409824,170984.29447065748,172403.1338260026,1059.42
459,Riacho Grande,17423,17423,49947.000000000022,5270.4000514558657,12206.08656913924,11720.927272727267,56003.047370880173,55849.833411538733,3065.46
460,Caminho do Mar,7396,7396,20614.000000000011,3087.6608395061426,4273.245697663627,4191.06666666666,23106.674895874112,24388.451262151946,3925.8
461,Bairro dos Finco,,0,-,-,377.8806951964818,0,3188.2874144986217,3188.2874144986217,24225.92
462,Reservatório Billings,54647,54647,151757.00000000026,27715.744908063534,37421.93874976629,30511.241666666676,190807.83427252783,192688.96669067055,4043.04
463,Diadema,26160,26160,69737,32784.393935402826,58564.92553444095,15502.222222222206,175493.67721768122,176652.28488228368,493.35
464,Jardim das Nações,35907,35907,97180.000000000044,16353.847871229553,37757.50245089727,16158.150000000009,132195.05979175106,131150.85352050926,591.18
465,Piraporinha,39488,39488,107862.00000000001,17638.909892007468,31470.587394931285,21538.90909090909,167947.23908780649,167695.84243082194,763.86
466,Vila Conceição,19715,20094.134615384613,54066.000000000036,17776.261408925093,20920.55474557767,9857.499999999995,103397.19349618384,103705.99048395877,371.2
467,Eldorado,26160,26160,71386.999999999956,12140.061296853135,21145.331631780187,13820.377358490552,96933.424419808041,96204.596476296618,866.88
468,Taboão da Serra,26743,26743,71853.999999999942,29155.100654342765,33148.712314368866,23072.39215686276,132589.08785687957,131533.03689992541,526.97
469,Jardim Irapuã,18363,18363,49768.999999999971,11044.326627872924,14511.69639200764,12687.163636363628,51494.674683585967,52305.179919209419,406.71
470,Parque Pinheiros,34540,34540,96964.000000000073,18888.643525529926,33211.25970508665,17909.629629629635,111812.81683604953,112636.03104339872,723.48
471,Parque Industrial,22310,22310,61840.000000000022,12088.430720578286,17505.85045777039,7139.199999999998,59688.691368002066,60513.983060952596,386.21
472,Santo Eduardo,22390,22390,62914.999999999993,8963.7050850003434,9439.860262731956,7164.800000000001,70887.639270614658,71559.157918731566,318.72
473,São Marcos,41851,41851,119058.99999999997,31053.510953844205,27893.99173601939,20925.500000000007,189418.03637159709,193209.72734862645,1868.03
474,Embu das Artes,19476,19476,55595.000000000022,13165.872799199347,35988.460445039666,9915.054545454544,90676.946016427901,91309.522806026958,1469.34
475,Ressaca,6310,6310,18664.000000000004,3455.4966097269944,7525.3266006495005,4405.094339622644,24310.841717267642,24467.581319387238,3398.73
476,Itapecerica da Serra,51130,51130,148549.99999999991,34209.951140634148,54594.22038956217,30251.91666666662,180837.39130251313,178519.46442737707,7478.56
477,Jardim Petrópolis,1904,1904,5325.9999999999982,918.26260023744521,2892.959845490855,1523.2000000000007,4757.7328978478736,4892.6601249755458,4132.43
478,Embu-Mirim,2750,2750,8116.9999999999964,2195.079229092788,4106.3188491453675,1741.666666666668,9574.0542381114119,9825.4194808268985,3509.86
479,São Lourenço da Serra,5942,5942,16319.000000000007,3601.58768418505,7492.995355495988,4515.92,18603.002389036134,18634.058557831093,18674.34
480,Embu-Guaçu,14533,14823.66,41490.000000000007,7185.519641900808,20184.86853648261,11335.74,56919.268062204465,56918.038654465228,7756.92
481,Cipó,7425,7425,21577.000000000004,4134.7605444390756,5649.908153749777,5992.105263157903,26645.70630951264,27572.645017235856,2226.59
482,Santa Rita,1859,1859,5083,953.14940715039461,763.855319903151,1177.3666666666672,6625.4196409199249,6625.4196409199249,5614.14
483,Juquitiba,12648,12858.8,27792.000000000015,5880.9526519092933,9714.77994403412,7588.800000000003,32707.285406321498,32650.658235158844,18447.44
484,Cascalheira,,0,-,-,0,0,-,-,23368.72
485,Três Nascentes,,0,-,-,0,0,-,-,10517.08
486,Barueri,43542,43542,125446.00000000007,32158.331997429646,73273.38138194908,28091.61290322581,219383.96412770858,217063.12623851575,1469.12
487,Aphaville,23075,23075,58271.999999999985,21345.445065644657,50958.50315569758,20138.18181818184,124800.03991393208,125378.32695053653,1201.4
488,Tamboré,,0,-,2046.5603078957361,87421.58111827401,0,76808.99063171634,79059.027659740823,890.13
489,Antônio João,,0,-,430.008272905512,7701.616104434345,0,5349.8109926431625,5349.8109926431625,593.61
490,Vutopoca,17008,17335.076923076922,48775.999999999978,13777.521850988624,12148.395762784729,10793.538461538456,68705.557242107345,66863.918118741276,473.35
491,Jardim Silveira,20983,21386.51923076923,61142.000000000036,17715.209235776343,17359.58566834144,15737.250000000007,81766.462454012013,82514.142350778697,312.03
492,Jardim Belval,9186,9737.16,27996,10939.675687398303,13859.299029993595,5879.039999999999,47894.714317105922,47226.135550519626,350.02
493,Morada dos Lagos,1152,1152,3729.0000000000005,2723.4412671358332,8642.155784644328,1574.4,13151.649776268194,12792.277724146894,1293.93
494,Cidade Ariston,46435,47208.916666666664,131437.00000000017,23309.894640538834,28187.51144213598,23409.380165289214,137757.47895127925,137990.63170501511,790.35
495,Carapicuíba,36427,36427,99824.999999999942,31724.265061514234,26492.56375881612,21856.199999999993,129256.51000332326,128502.85546668945,776.67
496,Jardim Planalto,24688,25145.185185185182,70298.000000000044,12805.74788065117,21559.188226017897,16001.481481481473,86311.693696037837,86321.35296524057,422.4
497,Aldeia de Carapicuíba,14708,14708,41746.999999999985,7609.9111167922665,10177.05895261504,10883.919999999998,58608.435870037029,58096.491488577005,572.62
498,Estrada do Jacarandá,17219,17563.38,51053.000000000065,6971.9574382960291,17104.130502953092,14808.34,66536.866763633399,66614.785640532951,900.41
499,Osasco,2077,2077,5328.0000000000027,13448.485281735984,45509.84177661603,1564.863013698627,88451.886133772903,89534.437472976424,188.93
500,Vila Yara,7871,7871,19543.000000000015,18546.34681746686,35448.845757840245,8729.654545454547,70584.171830418461,70833.117508421827,243.57
501,Bussocaba City,16047,16047,43697.000000000022,7259.8030938513793,17233.997499678502,13578.230769230777,62925.610366464985,62992.245065899202,469.51
502,Nova Granada,23532,23532,60973.999999999971,16620.017272775567,37761.721798965606,19536,113439.74957388338,114259.06721770634,546.33
503,Recanto das Rosas,15304,15304,44695.000000000007,5805.6018999540092,10060.559739794478,8662.641509433963,42374.072350077244,41817.284538721637,389.45
504,Jardim Novo Osasco,25701,25701,71946.000000000044,17944.707259911855,13996.307547578135,16962.660000000007,92145.492438435758,91467.231053595024,354.18
505,Jardim Veloso,45066,45066,126701.99999999985,19248.710351441525,25609.582901856007,34926.149999999965,123831.53114053272,122798.90862925991,678.57
506,Quitaúna,30217,31401.980392156864,82125.999999999956,18192.461057156521,15476.920100918576,18959.6862745098,104119.39276872647,104320.35824221086,552.51
507,Jardim Piratininga,5969,5969,17446.000000000018,710.21161130921064,9145.495630419544,4011.1679999999974,21289.33256236299,21341.461152125255,350.75
508,Presidente Altino,6808,6808,16324.000000000005,4309.9591552332104,14505.5140193267,5042.962962962959,32469.652373432909,34432.855842404344,247.56
509,Munhoz Junior,43953,43953,125084.99999999961,23452.706008324734,30048.711286745875,19778.84999999997,117144.96137031676,114183.20861940796,722.7
510,Rochdale,15448,15448,45346.000000000022,10021.662780833976,14592.418590880468,10012.592592592588,60397.40396840914,60835.032145427314,366.25
511,Mutinga,18574,18574,51309.000000000007,6960.158980275849,17322.065998327063,11887.359999999995,66084.481917915109,66086.842998386172,442.02
512,Três Montanhas,12137,12137,36274.000000000029,2854.6186915893322,18365.685756089715,6535.307692307688,46192.674775867155,45623.560613263646,957.92
513,Ribeirão Itaqui,3506,3576.12,9317.0000000000036,2079.5433170108709,13774.882439453111,1963.3599999999992,25684.402016835225,25824.008686781042,356.79
514,Jandira,35712,37854.72,99863,16137.707380826352,25389.968170232645,24284.160000000007,121525.47221410008,119242.30640903453,680.44
515,Ribeirão das Pombas,3705,3862.659574468086,11396.999999999987,31.6469893309675,1541.7472414538174,3705.0000000000023,11431.447295933986,11265.616430462176,712.09
516,Granja Viana,14010,14010,38538.000000000029,12096.741629809996,41756.11117205359,16085.555555555526,68627.421883161674,68925.10928861206,1639.63
517,Fernando Nobre,9131,9131,26162.000000000011,4730.2646940304003,26460.98155474424,9475.566037735874,59395.073160006956,58901.76385249765,1976.97
518,Cotia,56111,56111,159384.00000000006,40786.775270791346,53650.55096035132,28055.500000000025,177283.21733172098,177544.11589049042,8045.11
519,Capueira,2968,2968,8869.9999999999945,819.69698464139606,2202.628800592414,1879.7333333333331,9607.9479426165453,9607.9479426165453,2229.93
520,Caucaia,,0,-,-,100.610821473862,0,991.49012833917971,991.49012833917971,10265.92
521,Caucaia do Alto,16593,16593,49526.999999999993,7827.6743461575188,22842.314278182217,10287.659999999998,44000.207209702312,44000.207209702312,8316.36
522,Vargem Grande Paulista,18039,18039,51499,9710.7732834341023,25931.45221899278,13709.64,85483.064779853579,85483.064779853579,4257.94
523,Quatro Encruzilhadas,1795,1795,5076.9999999999982,242.03462438101599,1042.4722983617532,2572.8333333333317,8206.8259478175896,8060.4178975262566,2101.43
524,Itapevi,37892,38839.3,106372.99999999987,26059.600217207375,24491.925459334125,21787.9,158299.69863464517,159609.60554269888,1070.03
525,Amador Bueno,44445,44445,127019.99999999987,32168.505465520982,36232.6730932846,25555.875,191368.53656446165,190808.54033039522,5113.23
526,Santana de Parnaíba,54112,55013.86666666666,159375.00000000006,41693.559969202259,64357.93943437969,72600.26666666659,226982.38581566201,228532.90472084208,18034.76
527,Pirapora do Bom Jesus,6209,6209,18670.000000000015,4164.9250575330498,5358.7560598156715,3701.5192307692255,30441.124411057157,30475.416463711204,10876.89
