destination_zone,destination_industry_work,commerce_work,services_work,education,shopping,health,leisure,home,job_search,personal_business,meal,total
17,145.4415990336179,6316.961405283237,5218.548267645278,698.4953809322541,1927.692601948056,0,860.1355735460752,8390.645058122176,0,1057.8909539000397,0,24615.810840410733
18,7499.199295452947,2746.4022054295756,14786.287783502425,8964.326196671756,1338.4525823705496,3724.2196501725466,798.1751226640134,24193.725329763532,20.531337322531694,2686.88587218232,372.1174211100758,67130.32279664226
19,1469.2252110127813,1862.5491429368728,8226.487639501238,6853.180828335993,817.143961461488,4396.305936491068,664.391821756534,15825.941028183335,494.66204658289024,772.1322384866036,290.6211959849451,41672.64105073375
20,1212.5176019660655,697.226523790763,8103.519019055216,3322.6449145341417,0,49.25551353388317,0,27720.38205070912,0,0,0,41105.54562358919
21,115.8175816252253,1733.716698156878,4426.345509979736,4683.9549008972,308.07500530424784,631.5479366533294,771.2329020898959,13375.481494906664,0,59.09814694515203,0,26105.27017655833
22,0,549.6119781340775,5800.381657703965,4319.073577980781,0,827.4451411115949,221.92310060184175,9934.127211943976,0,88.17919782071544,137.23256871641408,21877.97443401337
23,0,980.8491478156956,13099.377706541169,15008.039707468177,0,8334.985451887887,1359.3533832061512,1873.0078848353696,0,1221.525985591892,522.0548470616535,42399.19411440799
24,1510.6308948147655,4045.2100485909664,16664.986459133455,19777.74880986842,1193.1840405441155,2607.6320085428006,377.9259663843808,8557.068807401141,186.19340531519708,975.4242575377112,1555.607105388718,57451.611803521686
25,883.4414908660104,1340.6089525864008,6140.435458892405,2230.6112995502453,377.92500006897774,660.7327892032247,597.3884893005558,16053.270822903532,0,704.0341659080925,13.552193905122932,29002.00066318456
26,418.06968929537953,656.5983335919542,9676.25105035286,6645.679015551116,454.47003384985425,3105.6830216365847,971.8969121231307,9303.106532369253,0,548.4913239621086,0,31780.245912732244
27,1383.305108366534,5131.877598361691,39211.69813272132,7875.612280343065,7019.4008232136985,10448.347750460349,2767.2489046605033,13962.352211067742,0,995.8086821377356,1695.4314667873646,90491.08295812002
28,1108.469149391869,2105.196835589891,17080.945283241614,8425.104911055974,618.5004853124689,2819.5884876096757,1661.7951346097248,7752.333666521413,584.4685004562093,857.7826458441424,2568.6922178050377,45582.877317438026
