residence_zone,employed,casual_worker,medical_leave,retired,unemployed,never_worked,homemaker,student,total
131,782.01200560227778,9.2752729971098997,0,257.86615118337818,145.81849819043393,119.88687530918844,26.11316706156002,88.02802965605224,1429.0000000000005
132,-,-,-,-,-,-,-,-,0
133,23367.422400076557,295.21346289568299,0,8297.2724300614682,448.60205104459999,2662.208974257825,1630.6773946637659,2082.6032870000909,38784
134,14552.376441134345,390.00376445866198,0,6225.7766249793949,2638.5481706358096,1606.1757761630759,1135.9284730339298,5517.1907495947962,32066.000000000015
135,20184.863091218289,696.6770812790021,0,6243.0842904572983,1287.020493773696,1544.0051784833881,786.77414840061999,3917.5757163876974,34659.99999999999
136,15317.219972109844,2335.8278521722214,0,4261.6907867781283,3919.4690699423454,2689.239582212901,61.602217739342798,3508.9505190452132,32093.999999999996
137,24020.624963123308,0,0,8006.9593006137602,3072.7604475443059,4383.5285938022334,3465.5093640390178,7493.6173308773514,50442.99999999998
138,5411.0121734865916,0,0,1177.9876454223454,1285.6365161835356,429.16325602777886,1276.4808471563877,2330.7195617233642,11911.000000000004
139,12635.258413414418,1437.9467229132229,0,3637.435808067291,2796.2824664126933,951.99871029165604,1198.02580782217,4911.0520710785495,27568
140,19861.985278393022,0,0,7726.2317908428859,5831.5518130725231,2874.1047717020178,1649.3705656846448,6997.7557803049058,44941
141,41859.210767399243,0,0,9853.350243877243,8090.9017592554992,5800.0397432593263,4819.982113762032,12307.515372446653,82731
142,29958.723215913622,2897.7286265792923,438.54478716124902,6739.8292426683374,7934.980809089293,4601.1690265395055,1031.8914971163849,10594.132794932353,64197.00000000003
143,-,-,-,-,-,-,-,-,0
144,50008.536833890495,5135.7524216041438,347.76361044565999,11208.84656100706,5728.0268956268183,6443.8343554417825,5058.8412483968914,14315.398073587156,98247
145,3817.7325000783217,83.577926060509,39.872286978788601,1369.6734361297033,388.0997655275595,482.40751401527399,868.49701090103838,944.13956030880399,7993.999999999998
146,-,-,-,-,-,-,-,-,0
147,12164.535105528616,1187.990421466659,428.23992240927498,4334.3671428001126,3498.362882259833,1692.4850743259681,948.58615844948508,5040.4332927600481,29294.999999999993
