residence_zone,illiterate_or_incomplete_primary_i,complete_primary_i_or_incomplete_primary_ii,complete_primary_ii_or_incomplete_secondary,complete_secondary_or_incomplete_higher,complete_higher_education,total
204,27124.688574353044,17980.489112293926,22175.38114697735,40627.375490140672,7512.0656762349472,115419.99999999994
205,22758.775816428442,11050.454927152115,16168.480642666775,40225.800180202968,7305.4884335497418,97509.00000000004
206,7780.8828415248454,5685.9493893278459,7011.3252259202063,16708.633776325732,2255.2087669013649,39441.99999999999
207,18440.58568324539,12226.742889513594,8910.918879077808,25633.833775502309,8232.9187726609271,73445.00000000003
208,6333.1139669579834,2926.1666080062087,5033.1353054491401,10129.920379592046,20729.663739994612,45151.99999999999
209,4392.130526337316,4998.7969534484728,5424.2242625602812,14163.649084939445,12363.199172714512,41342.00000000003
210,5276.9569448090297,1124.0476926428519,1487.7184397659021,13189.309493633044,13032.967429149161,34110.999999999985
211,7974.8522919015995,5878.6792595010602,11463.462780176211,21630.805354425665,13418.200313995476,60366.000000000015
212,6902.1081359971668,4062.1903401515488,5778.3125290452062,14527.420921094325,12126.968073711771,43397.000000000015
213,8585.7195038355785,4765.4541880257602,4262.5944175016557,16656.541592541438,14132.690298095584,48403.00000000002
214,1588.9813058396194,1205.9687907550456,1873.180688023042,12786.641605270623,8712.2276101116768,26167.000000000007
215,3526.3544017062932,5157.6178886972084,4441.0721461877374,12959.174348844854,14071.781214563918,40156.00000000001
216,4683.0948766040619,4192.0252285384558,7165.3177040308219,15415.531647067321,8352.0305437593233,39807.999999999985
217,4550.0305099090228,3897.5130625319757,3568.41548677234,12427.212019694822,7596.8289210918483,32040.00000000001
218,9098.5212520118057,7582.657493352338,4069.4740948852182,33956.222091386917,11203.125068363724,65910
219,6919.7623950830284,6537.9190097811106,8197.573896510552,15025.392814377969,12358.351884247353,49039.000000000015
220,6270.0172201862706,3193.3097288744384,3589.0669326886486,15898.587141778924,6416.0189764717052,35366.999999999985
221,8450.8760043214679,10641.656156035302,6310.425341158385,22030.420388985174,8216.6221094996454,55649.99999999997
222,6635.0338907817468,8036.431755832944,4593.8644130078446,16388.805002727255,12143.864937650198,47797.99999999999
223,6097.4581365766562,4747.7852757972032,5146.5593396568793,9910.4077636886323,2831.7894842806295,28734.000000000004
224,-,-,-,-,-,0
225,7289.7329724352876,7314.1450145213867,9063.4378198652739,18721.354025366545,4633.3301678115276,47022.000000000015
226,11440.060832847446,12698.080694851988,10973.556432380799,36325.34939819108,12969.952641728734,84407.00000000006
227,19144.999912586663,8390.259149446938,6477.597932095292,21257.130724528088,8801.0122813430044,64070.999999999985
228,10544.479525123679,6600.5249921530249,8090.4337458319551,17289.776413330641,5435.7853235606881,47960.99999999999
229,30098.619552914803,21425.556516580204,24611.30401032302,48201.224355584527,9843.2955645974671,134180.00000000003
230,11051.296176880953,13006.811195787441,9720.5606199737231,27577.72613751065,3465.6058698472448,64822.000000000015
