destination_zone,industry_work,commerce_work,services_work,education,shopping,health,leisure,job_search,personal_business,meal,total
321,4166.4806785662595,14687.714424459897,33125.884111931067,40613.660664367751,3170.4591239515353,3812.5801549526177,7189.6038825152946,157.69444347390552,4196.41748731383,205.60403098518861,111326.09900251734
322,2812.8794641960376,7167.0691985160192,28764.588185247554,32288.787864445501,3746.7174196562382,2305.0695367470289,3125.2911260126557,0,2180.8034888682178,813.10434308289734,83204.31062677216
323,3474.1810344096111,6864.7512449622391,33213.055557098305,31746.472357396691,2681.9207049995039,2150.9073925827906,4972.6711972179401,0,773.65391189630941,111.33282034609316,85988.94622090949
324,1638.5622582516219,7530.0698714628234,33684.73057149721,39711.232430926022,2671.5997905976296,5624.8986003713826,2625.4210096769752,0,4910.346518241482,0,98396.86105102515
325,2704.1851473900178,4695.8066986789536,31177.040949576018,38007.553097380325,1031.6472844475388,2598.6124040242285,8206.6629613564528,0,3311.0784752344898,353.12821940829753,92085.71523749633
326,989.7235777041036,7348.5652930292563,19435.863924753627,40386.811948042596,1689.5159461503231,4624.9418597853301,575.71607719981387,0,4616.2798711671367,0,79667.4184978322
327,1503.420683087033,2853.5494003931626,17637.908104305934,30363.606330447463,2927.0745047905339,3564.0685835613795,4921.7598418765892,584.46850045620931,10730.847316761952,0,75086.70326568026
328,1215.9467065856566,3784.043001661973,14451.59397751164,8483.5315080735054,1561.9517532650489,897.45582063062886,1565.632358986634,0,874.17829645296388,162.31144536254368,32996.644868530595
329,1382.8325743669943,713.6427126864628,11236.781912057102,11658.096478236939,521.74107259023685,662.82142301783119,1911.0482420863948,0,694.40770986552934,0,28781.37212490749
330,2692.3560705988043,5242.2038879523634,20457.287209905251,20382.993864579297,2171.5524780502838,927.47728194279705,2310.6615756614501,0,2709.2130773653403,650.57998675981764,57544.3254328154
331,4377.206349915672,5523.5107979336981,12145.810042889936,14952.560553396981,113.53639043027047,0,1397.2814821180459,40.951609887140521,1240.8209122653529,422.61504378638131,40214.29318262347
332,1317.0688374563022,12055.986837925961,16032.530257319975,19354.328436024218,4087.5497924743086,1546.6332917041557,223.5241108908543,0,3654.0543236329813,0,58271.67588742876
333,2366.7548786896095,6040.3910203525083,12661.980995913704,23218.885565273416,1229.0307209481314,332.33198696598015,0,0,1770.8374567919072,219.73993719797923,47839.95256213323
334,1985.0434934083787,4623.4430908287777,7388.7626799531754,11879.722338661502,1135.5141929620449,1819.646013308115,1093.9337249282155,0,1005.3887060777204,0,30931.45424012793
335,2264.1779410908202,3975.9587391918985,16208.986316417771,17339.019881148895,2618.1810898945096,2307.1978794081574,1001.5574235673294,0,4136.4965995572329,0,49851.57587027662
336,777.43812337611052,3464.3786075975759,15155.87185602508,22370.232034539669,1289.1957519112821,2030.1410293224239,371.31521670911059,0,4529.8553750209776,0,49988.42799450222
337,2348.3759401912339,4548.7381471345252,24449.69573675259,31101.453942458251,1163.2256327621144,758.70078615998261,2470.2646341029722,0,5893.9698366428074,0,72734.42465620449
338,1056.1937615116469,2693.3843360924607,12860.567192021834,16161.46243385458,764.13364911048131,394.98592781322884,1858.6128694925317,0,1510.4762125953127,187.6535970379509,37487.469979530026
339,3282.8428086349959,7814.6844336350096,22338.53402002393,16343.016240706078,852.44967759237716,1195.9563382461974,483.31595457664014,0,977.28473393657623,0,53288.08420735181
340,16.49905130991548,1114.7984869501111,27904.35743039308,33300.328387238231,4.1343545203416401,1581.5140663253605,1001.2304344386847,0,1951.8599083286006,930.51307035369371,67805.23518985802
341,1345.3308213885252,6323.8563180771889,12389.785060612316,4105.3873956668376,2529.3969829422595,1364.0692492609842,1017.5515336404035,40.951609887140521,2933.1308303740288,268.13890392732765,32317.598705777014
342,1007.7457968213101,2156.717527581568,4845.0683266175038,9502.190174044179,1191.8342441910406,534.56257188865516,1857.8776336981448,0,1867.551371059611,456.17280741614383,23419.72045331815
343,1123.6905246166184,3082.5262663324465,18315.298723821343,18627.820510855512,3036.8522301577004,3448.1904944694561,956.6866556297532,0,1598.598982738938,302.68929312675687,50492.35368174852
344,252.00211292965989,208.86355599866741,2911.3945929732909,2330.6552540782154,149.0222483525788,0,20.30380247477293,0,77.811455231184539,0,5950.05302203837
345,5292.586699133476,5271.3271315321545,35448.714861342865,41456.332596961256,481.53252686016378,811.79116218353215,1894.6189823822569,0,18.066567766321043,425.82464773102618,91100.79517589307
346,5241.7677801509881,4958.9312206769682,16116.113737166337,13708.083103823177,1419.0064933357039,1290.7026461393716,0,0,0,0,42734.60498129254
347,0,0,338.36700302007887,1093.0876895445056,0,0,0,0,0,0,1431.4546925645843
348,27491.239323291091,17677.421981924417,35933.226118316874,55422.150241680712,3183.3632834406671,6508.4382220370135,2930.3127536930006,0,4619.6674026006967,854.68927464084061,154620.5086016253
349,5831.4422445359996,6924.2413489319497,4714.5067348095381,6106.2130654617695,68.270698161178203,151.2668358646481,0,0,644.41120171798673,0,24440.352129483068
350,0,0,0,997.39682631692733,0,0,0,0,0,0,997.3968263169273
351,8178.4800838296605,10453.562819245326,19412.26180765422,44004.829932946777,609.94731006791585,3814.0042004796082,3549.9556852448218,0,2058.7165712463657,612.7500660209098,92694.5084767356
352,4845.2624923837393,11784.863176815365,23217.929876055194,40837.33710388848,331.36863762646419,2688.6377444402115,3168.4904560398859,0,981.84016313541429,612.7500660209098,88468.47971640567
353,0,0,1449.2511502998325,1037.0509105880108,0,0,1105.0221188857861,0,0,0,3591.324179773629
354,-,-,-,-,-,-,-,-,-,-,0
355,-,-,-,-,-,-,-,-,-,-,0
356,861.12328028387435,8972.5696634122851,21604.843982366714,45332.132884704006,1198.4029783851256,972.61934491363922,3780.962286708118,0,5590.9887880886654,0,88313.64320886243
357,7707.8227446895535,13323.189923815364,19127.298109263313,55302.979359264995,1197.9778798796078,2445.3961423458477,1494.5097870762379,0,3676.8565082974142,0,104276.03045463232
358,225.38019507693073,61.843809096492606,1420.7153037767312,2125.9747143896411,26.710137260126555,27.367433702769478,464.55110792202424,0,1158.628971230813,0,5511.171672455528
359,6065.1363960115932,12769.536838036354,24910.094908469477,42808.058961476985,2931.1060948006243,1663.9460011049566,97.694350327763559,0,1790.7823294672487,0,93036.35587969498
360,1146.1990948621612,0,5741.8106352010191,10613.696597567094,644.53816148279498,798.76228668941667,1808.2603808572753,0,770.53546327606944,0,21523.80261993583
361,5561.850828136061,2865.7596796416124,10724.818634058458,16524.255144772633,2913.3281913412084,735.9969795478064,1052.5863104238299,0,456.87233379531949,0,40835.468101716935
362,6209.6262147534044,351.36838369103253,4567.1449244796504,7478.3328014538174,401.43318623845175,1534.1981852191266,665.89134468705356,0,930.61220581804537,0,22138.607246340584
363,1676.0813931630078,14849.872617071855,28572.910238955006,28363.599910177109,1842.3829642432854,8399.0170742908431,2346.0388578651232,0,2500.1025272103193,0,88550.00558297652
364,1831.5453841715023,14686.954710415157,35243.407713343142,36441.909465084478,3315.7804130823679,4139.7148100354652,565.20124999573375,0,5595.9849114548133,121.82241881494927,101942.3210763976
365,22236.09759738974,1912.3702527700711,11722.541410061252,5701.6373090795778,211.22218911705704,233.74757423185781,227.55633058725934,0,139.12095700489687,0,42384.293620241704
366,4480.4138139333782,2861.902701845986,9346.8991185314644,3372.4145640159054,78.947787858467649,197.06773703127843,144.79948223897193,0,1120.1573270272982,0,21602.60253248275
367,16753.598063713496,13224.641641635179,19114.936352961475,21107.482209336802,6697.9807509903139,2735.1720896642014,2038.4047011536961,0,1982.8838397699933,0,83655.09964922516
368,5861.8547919390085,2888.4812762611741,13703.568640364509,23130.714096023014,2638.1372735592186,2320.4266049999228,1744.5634076548454,0,1202.6132683285002,69.954485491867359,53560.313844622055
369,14979.001636897254,5669.8451975250409,15916.001440885468,35536.240111875268,1648.5130562100217,5175.7809235184632,2089.9660393291183,0,2168.6932651696175,0,83184.04167141025
370,6998.1349615682329,13637.913252888613,17999.546630677425,38365.855009113075,3794.8861378451552,1951.057331335237,3691.8211968090591,0,3339.1361154591204,0,89778.3506356959
371,5650.899095586803,25141.860746655642,41116.062725796939,53668.254875428836,6439.1129056134205,377.29339203964673,1578.2532233748288,0,2076.4810140960208,1020.06563275447,137068.28361134662
372,3662.716990325529,11577.141936088879,17588.675284754932,34213.37094673211,5342.775341162609,1360.0810855937902,4162.460559655312,0,2348.2235887821539,0,80255.44573309532
373,2627.0479722021373,8807.528473393435,14610.082180043217,28902.184438107823,887.2625359462877,1510.3230642207643,587.46954976096799,0,540.95586358834396,0,58472.85407726297
374,2718.7503926277814,10482.782824072736,24681.149756409199,34394.854695471004,6566.5150013369002,2193.7532060586709,193.65395160034043,0,1241.3348245958834,0,82472.7946521725
375,2310.261956507652,350.4561301332115,28657.966430618624,0,453.76767880485147,0,91.447247344889206,115.3654201623733,1437.0877330871767,0,33416.35259665878
376,25578.859256001448,7898.3509972840784,28624.740150482296,42979.768884386402,2496.249416474438,11840.388587971638,352.88103976463788,0,7514.1618580710719,207.30425511194161,127492.70444554798
377,19980.428952941518,1770.8649693289024,16241.641498338064,37506.074825190743,304.47831198245541,2462.7743848407335,282.92331618041527,115.3654201623733,3187.2010319336036,0,81851.7527108988
378,31303.754180218457,15718.264434572335,47855.01798229108,110961.31734720783,12795.983097701699,11684.797555723748,6745.5572091012418,1038.2054960962885,6823.9566622051052,157.58589805905467,245084.43986317684
379,24323.148815563538,7828.9193978590083,32887.605766702822,62789.992451240469,3487.5028164328087,8521.155602973995,3086.1497195547745,0,4402.6726960508868,0,147327.14726637834
380,7986.1796484573642,13965.71000582767,13197.470133609269,24185.483907769321,7160.3383531462205,2901.1019714822337,539.21853554915799,0,0,0,69935.50255584123
381,11302.623754284425,12500.363744605304,22971.670242411234,52363.465655726708,12393.331740845708,4845.0009640751587,1718.521616132587,0,5387.6197016158139,0,123482.59741969692
382,-,-,-,-,-,-,-,-,-,-,0
383,10356.54917578202,11408.663406643522,21543.060619954609,47079.48475115851,6632.7988695737922,11434.67296991168,3071.0167269516369,0,4010.1237909323604,483.69021554077329,116020.0605264489
384,3230.1088754059429,11866.419008468281,29039.280165043969,50629.571735130063,7655.5414010638287,5689.2369829607851,635.40844572395349,0,7041.6562378783474,0,115787.22285167516
385,2918.3948515811544,2171.4624207811012,7193.1584675931226,13275.422377349416,458.32566892477405,67.814231125891467,463.42098142771681,0,1670.1799469185758,0,28218.178945701755
386,-,-,-,-,-,-,-,-,-,-,0
387,4122.1555968486718,347.68063861517822,2295.7962936143895,1878.664426031615,382.18295862906916,290.36167853606128,105.28623555479734,0,0,0,9422.127827829781
388,26447.886712016469,13008.191482118769,38717.24618203866,44331.870462798724,7416.9331310884327,4646.899504561542,1483.4740082884632,782.99417502456072,1019.4693454542827,52.316794690564507,137907.28179808045
389,2143.7551934418439,2250.4619156513786,4704.4902634308801,1458.3072339236526,496.42817035671982,379.15203436247174,0,0,38.523432901355996,0,11471.118244068304
390,8251.4445773587831,3129.8909896910632,21552.979948339955,32112.932771675652,3504.403188401961,3623.0382812228258,897.08540396147839,222.64232878701824,481.21344847917351,0,73775.6309379179
391,1919.0172137278817,383.86855304020634,2389.5812748952753,2605.3914691093928,995.78881732800005,839.75229167690509,483.80896707305311,0,329.64586708857382,0,9946.854453939288
392,0,220.19514801059745,0,0,0,0,0,0,0,0,220.19514801059745
393,366.77317388059066,0,265.07384715055315,0,0,0,0,0,0,0,631.8470210311439
394,8619.4523506739552,11445.482099918065,33447.022097954119,67297.695057982986,7492.0896658482989,9341.0754065483616,4870.1512424888842,0,8044.1086174992142,33.192960577600026,150590.26949949146
395,0,411.94431941944208,0,0,0,0,0,0,0,0,411.9443194194421
396,18444.812246370468,14961.807854268525,33297.15361721877,61255.441147126425,4431.169224711326,1959.8898118821162,1963.8099126464858,0,8648.7507818742652,548.12445537114593,145510.95905146952
397,2698.2741819625685,1857.6160216576441,9538.6680333537479,16074.46476470887,744.80657408710965,678.55042705966605,372.7180375776137,0,1195.742639123639,308.80108795125125,33469.641767482106
398,18571.273741730747,30069.279094975856,31789.723813511544,63604.227402615281,6740.3980776565077,5657.140909712647,6171.0900819317685,3007.4287266931465,8110.3940714606015,2218.7697295413632,175939.72564982946
399,15272.198641306975,16350.850183671786,30741.613190553275,75739.762619295318,5173.2093495957424,4171.9430808500247,7693.4569158645681,827.31860455986316,7505.3832543325234,0,163475.7358400301
400,12598.779630103096,6731.0353327094053,26530.270452429362,59339.276301067934,6378.8730069436369,8708.3624117738036,6738.4709473845769,0,10836.017714620139,381.18933177895065,138242.2751288109
401,26513.387173585143,14912.397260587393,23596.55904748218,78098.905702353499,7909.0063781504323,7601.4891981557084,492.11332006057796,1654.6372091197263,3996.5146182663152,0,164775.00990776095
402,18020.90604314478,9819.8956076305039,15511.938672998735,49822.901049330183,2234.1602070708914,3994.8041772018128,3040.1688121135935,0,4805.7551558678069,0,107250.52972535833
403,29370.767781488863,19647.228131579846,25959.613666248577,88081.022848773559,10194.335194406138,5454.0216096859249,5379.6145336239788,0,5388.1018337812975,648.97946474838443,190123.68506433655
404,23090.740607710097,23746.414508857135,92160.967093240353,139921.61670869458,18203.059307777476,20258.519574777085,19088.896857861066,3007.4287266931465,20362.183611564244,2125.6096829091539,361965.4366800843
405,9656.3859010276246,3959.6178634651542,6280.1920935659255,19727.103992786655,736.72921740724496,933.55809033962043,1093.7145557174581,0,1763.7865103652994,0,44151.08822467498
406,2667.6413926595042,1771.4153501408719,6924.1143457025819,9714.2782682829984,2072.4327046310882,192.41441700894879,644.70547320219316,0,522.19892182460126,0,24509.200873452784
407,16290.422680155172,11300.549472129775,34531.972257632442,65612.54162566486,4419.6176884772613,12912.173907139841,6155.0948103414767,146.96755439707886,8593.7200924071003,1269.8728234300195,161232.93291177502
408,6916.0086653404569,9093.3633321760572,24452.235597680177,31050.915799330676,2777.2508766406245,2303.5153524234661,2500.5108027363426,0,1373.1275197444822,330.70273392838146,80797.63068000066
409,3181.2705254830712,5226.1402385449728,24000.83705458455,23225.506545427837,6051.9150547245426,149.4989381598231,1857.8110884943715,0,2249.5863413582715,101.74135024790613,66044.30713702535
410,25930.657197234486,12153.473604310489,40617.486561583537,50881.748110629887,741.0489592052262,5191.3850906029375,835.87230174891772,0,9626.7237791050666,0,145978.39560442054
411,7725.1669157039851,8072.0275164487939,14986.234923301185,34445.284661790916,0,2758.73929889995,1896.9128330416256,0,4731.1235129179813,0,74615.48966210445
412,3644.1471072325853,2287.2160881652667,8977.0772454805701,12260.302250484398,20.16338115888037,366.00388763100733,0,0,3861.3364521316339,0,31416.246412284338
413,3680.9102951334853,1512.6558108956733,3914.4927990433271,4660.4358753821034,215.8944353832533,629.85425103674095,914.19947360714536,146.96755439707886,1802.8632009076186,0,17478.273695786425
414,3075.4583828155905,1252.3631631550284,2760.3872624289802,6077.9674254872107,618.75045062470156,1630.574657270884,487.94806772842435,0,1390.0884827903553,0,17293.537892301178
415,5139.0810799003903,9579.1860065977962,17119.073916238085,17282.067300014791,2578.4302125241902,1243.8376022258105,970.81956466501958,0,1320.1234045449321,280.54741558625398,55513.16650229727
416,1858.7293298064039,1507.1728607698251,7010.2048823576961,9974.0856775684697,0,112.21987269492602,1026.4783380295878,0,873.24959562405365,0,22362.14055685096
417,0,0,0,0,0,0,0,0,177.9599232923151,0,177.9599232923151
418,1233.8574418705211,2827.0728272232982,6546.9751434750306,13538.816148791191,368.28099502598462,1903.0183371076662,470.20598094888038,0,3768.0953615588924,0,30656.322236001462
419,30.928561100490608,0,0,0,0,0,0,0,0,0,30.928561100490608
420,641.99247186946661,1388.1178443155343,3542.4219071434982,7099.8635930641376,2196.8223772340552,111.43417879293753,500.87472589200706,0,762.23739963052731,0,16243.764497942162
421,0,0,0,0,0,0,104.15423817265385,0,0,0,104.15423817265383
422,4817.8487281827993,3340.9272275479143,12468.835163960535,21273.568900328792,1314.8693150254464,1378.3503135624353,1550.3476458078203,0,1832.1430675590739,0,47976.890361974816
423,-,-,-,-,-,-,-,-,-,-,0
424,3785.0517116696092,14892.875435136784,26540.727542158653,43701.266067972057,6306.2267209193251,10260.861873890499,2896.9110575143186,0,3619.6524519213995,914.90256327241718,112918.47542445509
425,3501.7483956645287,8492.565406118827,29458.653884117302,33603.312027296975,6378.8363320193776,6103.4361232233132,1846.5263219196834,0,4881.1600299069569,292.41552583525413,94558.65404610222
426,3004.2369946070576,3651.9753692498934,12135.501682397624,34035.066047068656,6463.0657325070051,4227.2574638962578,2642.3632149989908,0,5752.5011438157926,0,71911.96764854128
427,1341.1536221245015,2739.905903833273,10851.799948442198,5568.3039275211504,4636.6022154163584,1618.6415147547664,1843.0083928665695,0,2143.280655677499,254.80363365449051,30997.499814290808
428,22912.310584346149,4505.4803729571722,22310.767196325694,12023.483732242619,2534.1396357661938,3310.8494033911343,1536.0348980055105,0,3732.5679764189399,1428.4991957112641,74294.13299516468
429,12611.378888894291,28343.620033778639,87165.959664382768,59409.760083516223,13121.09107225283,22727.465873067387,8732.6401753843147,2852.1692323128932,14014.840719261907,6510.7386838490556,255489.6644267003
430,3229.0851301921657,5060.5690179256799,17064.390566741324,10157.873796318227,4662.9363742858568,2265.9002988131974,4163.3318031364015,0,1927.7092883989712,1386.851988441904,49918.64826425373
431,1971.3674802622022,2690.7567831948095,7975.0825312980578,22828.76441872746,1048.1977014201311,4706.2326226222021,1208.0563080888778,0,1659.2349606962716,0,44087.69280631001
432,320.56177678463024,4775.2840388136146,5742.7612708336083,8104.7405427898266,4592.9395085704582,692.14214459410152,153.57583013417013,0,1881.7878798152303,359.82508155269994,26623.61807388834
433,1241.8728675252933,5715.1638916716638,20165.641009977404,17354.323324820409,0,3332.2433816347443,0,0,1722.6057373382228,789.14360453692916,50320.99381750466
434,6357.0371023361577,8821.6923700838615,23181.79957959602,20016.704724844993,5472.5867770582581,2154.5330765306967,3084.9758324067097,0,4581.4533086707652,349.39537578795171,74020.17814731541
435,6523.9088467481743,8610.0900937987553,15091.621872719083,32524.290747838299,2798.9453888323915,2995.9259207900882,4038.4383162686568,0,2625.9871707432039,0,75209.20835773865
436,8179.5343538139496,9086.1956211545457,14738.053378594919,24600.000640326962,1063.6244512257367,1785.2950458428022,3064.8096426169009,125.85193736158598,3837.6054583624218,0,66480.97052929983
437,9582.4379168099367,6096.8525919465001,17317.570781461058,27736.050970975255,5155.1815763063578,525.28691046381277,321.07217307613848,435.72484067649424,1491.6182789459319,0,68661.79604066149
438,19318.750261651101,16965.371673099904,49524.527137154029,46219.489780641867,11454.975549675422,10160.770839001971,2595.6118575357414,0,11437.225519040996,3025.5973933285686,170702.32001112963
439,6961.9310403876752,14447.072920029437,54976.186641129476,57327.513583278145,7133.9587488545667,17986.755367290287,11498.140063563034,0,9632.186938593637,2239.9981389986237,182203.7434421249
440,17236.505140427987,13680.981857608567,26599.278182685401,59881.130844240703,4983.6002809727943,7594.4923282286272,13933.234700465746,1491.4058525256128,561.75880952227669,1681.9156722601817,147644.3036689379
441,435.35993559316125,60.869409718577892,1383.6132812865851,831.13528649009118,27.997778403118595,141.76395167151151,67.281979826920335,24.629898228468068,0,0,2972.6515212184336
442,27643.008914150454,6686.5567423772545,24134.177112898382,26741.62526492144,3025.287028840879,2591.6082367906274,1589.9063026762444,732.34761311682757,1710.7145943591522,3066.3545894625408,97921.5863995938
443,19980.471933924746,30597.051108380398,49247.958349123066,80186.549410896405,13428.018600997517,15144.439681992921,7985.8574030062673,2384.8625859988279,10582.528717817606,2727.6659691006962,232265.40376123844
444,15690.263762953851,15161.329532468209,48531.457695481833,44654.912802823899,13792.034325701956,8182.9309036305394,7710.1348363065981,1327.8986340821232,5228.864947833521,0,160279.8274412825
445,4874.6659678122105,5864.4690402403085,30516.532977649549,39620.473823454078,3397.5791221583727,1393.1485740524997,7079.2518557073681,0,541.55497320905738,0,93287.67633428343
446,2921.4579480622147,3632.1043161951893,2289.3197311439731,7863.5319124890157,1310.8542123254806,874.69471913292102,1499.9430655894625,883.73343634296316,462.03197794199258,0,21737.67131922321
447,11073.121954011129,14573.271396845557,39826.819426466784,46043.584371643679,13314.992751086957,2711.8104537612762,2281.9742623413058,1414.7866727217695,2811.936564880245,555.39662607813534,134607.69447983685
448,6195.7265695071719,1151.0393054432077,7937.796943057052,8021.6413995682633,616.11584923449857,1509.2291224982471,553.12611411256887,175.33577898624571,700.52700267849127,437.90248212300094,27298.44056720875
449,1414.3492936779278,958.64329537616049,5051.7823722518806,4036.9324907582832,1331.9825900325593,118.56656515709585,202.00542509584923,250.26783254203229,1506.6762259854615,182.71972016818319,15053.925811045436
450,1843.13816587272,2319.4870570083253,5185.8960899182084,4905.2728280129459,510.32415504066711,214.02736249175115,132.53357657720986,0,1601.2581494343206,141.71309112308441,16853.650475479233
451,5346.1890604842147,10058.163049709179,15214.890763503285,19140.700604282993,2463.4120274616753,691.49125367843988,2866.2398763099031,0,360.77245861618087,1556.2780490412474,57698.137143087115
452,30106.536758484872,13252.817185251215,35410.374755034209,66858.068414059002,15344.427557063082,5611.897461813157,10325.573565358349,0,10962.492845652778,0,187872.18854271664
453,14293.922040859263,12022.670813248695,27448.793184766328,35252.470933492841,3199.0678288620866,1615.1318194879261,379.61515943988053,0,12654.689737525279,3155.4095814196862,110021.77109910198
454,5453.4533095324723,11865.021261347432,26592.266490058624,38298.393341452989,8885.365548019332,3619.2683363283522,3633.0477858985118,219.98171109831461,9388.1415233935422,875.47537279408084,108830.41467992363
455,4417.9180813466737,12576.351740379827,26343.974520897555,49674.166143787254,9329.9814542768745,8916.3989702588042,3965.0629351808111,0,9005.2972858344056,382.83172882284282,124611.98286078504
456,6101.2969512539357,17188.771224343836,70798.778042815873,59714.595264910793,23876.588940997903,17133.37761220786,12770.684620846589,2035.8952714199763,13651.961971298959,1345.8474949132092,224617.79739500897
457,22580.499202547209,17683.186289555422,36565.590777566729,83790.799260208209,20065.935411750372,10202.407415730529,8646.2924198702731,116.29357585043599,6670.5502178623083,0,206321.55457094143
458,18653.715196013243,9165.0577215545127,30510.640031444662,61795.179763572502,14098.708626124455,17456.052292386776,9418.6224631259247,0,10343.634115276336,961.52361650460557,172403.13382600297
459,10120.103634614152,4704.9431821158641,16213.375731682585,17909.639281372267,1002.3387675648896,3022.7602027902353,1349.0492693573337,219.98171109831461,1307.6416309431279,0,55849.83341153877
460,4120.588595713346,2105.9699591830895,3778.3525622767511,6588.0022908552082,2031.8112959415635,1779.0217464606244,2352.8667295038226,0,1631.8380822175386,0,24388.451262151943
461,62.203427091633131,0,760.06331411045335,0,0,0,2366.0206732965348,0,0,0,3188.2874144986213
462,26860.544978766786,11257.953356002454,45189.673375093975,78180.475132166728,8486.8022592615216,9221.9801231952988,4494.7275709876121,0,8658.9555768414575,337.85431835425686,192688.9666906701
463,12196.503362776411,16932.816657244784,49333.509148488978,51547.317955104394,13462.661607907326,10415.891824629307,5598.0412187724442,0,11894.688086102329,5270.8550212577511,176652.2848822837
464,15875.944987614552,10533.801336141956,14834.9193205132,55794.545106686965,13213.500641109153,6895.444148653397,1777.0568585227934,548.38730016819284,11677.25382109903,0,131150.85352050923
465,43956.642278933934,11452.471386906675,22241.07757180409,69279.356941499849,6650.6223238657276,6848.3039113889627,1887.5782621163021,0,3564.3087463369225,1815.4810079696597,167695.84243082214
466,16185.8207216438,7100.6847617642343,14010.445199726331,48319.193926632077,4677.3364531721645,3525.607611604823,6948.057164305329,0,2938.8446451100758,0,103705.99048395884
467,20553.315198044504,3254.2300109461739,18198.209274330966,35245.064014165822,3819.0384204081702,3176.7914571558126,2314.0842586319086,0,9643.8638426133439,0,96204.59647629668
468,3004.4037145561097,5745.1326140091978,42840.855607190308,52775.410422024783,5246.5434958097758,6020.573281892247,7549.8269789959586,0,7715.138957962803,635.15182748430993,131533.03689992547
469,3414.119647160016,1099.3076044659583,16828.222662924272,28296.122491478407,345.00425373131935,857.08735302273931,47.408611252270624,250.92907711004204,1166.9782180644047,0,52305.17991920943
470,3435.6050720626431,4056.0152160052303,20583.265993877834,73517.412314227389,1349.4867272850324,3304.286284156884,206.60614849121876,0,6183.353287292578,0,112636.0310433988
471,3762.4618998272235,3122.0374785311838,18261.978852313707,28145.113745929266,619.08039478754858,1260.5556761811058,212.26016009466366,0,5130.4948532879398,0,60513.98306095265
472,3075.8256880017593,10474.497800224917,12669.193141315762,36749.680393719857,297.82100209408657,1412.2404700298093,137.18803235744539,604.36146739766741,6138.3499235902891,0,71559.1579187316
473,8494.0318048015324,9106.0982860014137,30741.635722590025,96925.839089188288,10419.368598284043,4096.1305432178833,12117.612683160776,38.459295838989036,21270.551325543034,0,193209.727348626
474,14803.915631555783,12157.4882544295,20528.195229124209,30208.153342217047,2904.6631475841546,1946.4187408662435,135.35102062051979,0,8067.2133245592277,558.12411507009142,91309.52280602678
475,4064.7279732557477,1562.03528226855,6838.2326943345633,7884.452272306854,1103.644927945272,109.10424475874598,1614.679599565274,0,640.97021284033769,649.73411211189818,24467.581319387245
476,1937.791487471103,9481.844191176262,43584.051069277812,101954.09844197259,3104.1153137154688,7188.642604123218,4263.4864903808848,159.210687695811,6370.1190154434089,476.10512612062416,178519.46442737716
477,232.60232805073798,150.44202002223886,1397.4073871451185,2673.5501214539131,202.45577281662477,150.30339724668423,0,0,85.899098240230046,0,4892.660124975548
478,1634.8718098748911,250.19079034356258,3332.4946701580848,4214.3185486208331,16.310862074571261,202.42042008205499,0,38.459295838989036,136.35308383391595,0,9825.419480826902
479,156.91012963292513,386.38026035091355,8895.2925499707544,6842.4412273361359,597.78000179968546,501.18565861954795,0,0,1254.0687301211321,0,18634.058557831093
480,4091.5155727051761,3703.8653903660315,18317.152646256593,15139.354663646733,4854.1164912611084,7732.6561114289598,479.42101278750891,0,2486.7413931355863,113.21537287753308,56918.038654465236
481,1282.859935737479,681.22010336717619,9244.7839061473005,11252.195993008625,388.78512394379004,1634.4019420670497,2141.896657529503,159.9180715118722,786.58328392307965,0,27572.64501723587
482,597.98815931923821,69.954043600867124,1597.9325804987368,2620.246492697036,565.60310882735212,115.8710569380037,525.48220695450391,0,532.34199208418897,0,6625.419640919928
483,1713.4390813842374,2154.7204852957907,7916.4474345069393,15185.612577110525,667.36445299243644,1881.2829802391984,292.46482753198819,361.94623809742359,2477.3801580003205,0,32650.658235158855
484,-,-,-,-,-,-,-,-,-,-,0
485,-,-,-,-,-,-,-,-,-,-,0
486,22960.899378963419,13613.96895190336,68944.562555098557,79273.120380144959,8662.1890524036826,4853.8156891206945,14973.637698985027,0,3288.5649145781044,492.36761731803529,217063.12623851583
487,13046.60656609238,6281.8773664856317,49603.792902256268,50588.788190967702,1236.0734008114,1543.07119888437,1348.3860730283493,0,1202.7175423230665,527.01370968736649,125378.32695053652
488,17412.126770523373,10052.34188336935,40408.365624329228,647.42955636287445,1998.0637524166586,1160.568200673622,4080.5941767723139,221.30167712838241,1373.1353887923224,1705.1006293727655,79059.02765974088
489,250.90292790340425,1403.7339164122186,2772.8373731723968,507.94475624891572,286.57398885866007,127.81803004756692,0,0,0,0,5349.8109926431625
490,3261.1246070035554,4883.7138834737025,18567.985033954668,34262.843430145243,3394.392412117455,0,1091.8788710599731,0,1401.9798809867418,0,66863.91811874135
491,3412.3046424357062,8436.9358088177523,20745.551536983003,39426.618390865231,1473.0935863641544,899.20412058004513,7844.8510570478384,0,275.58320768501113,0,82514.14235077874
492,3091.3026422610565,2800.3419575003645,12719.226115219584,19549.475817164468,1276.7868764995374,2733.9089014364481,2778.6879656342071,221.30167712838241,2055.1035976755243,0,47226.13555051957
493,1314.1993150112733,1475.0578459646099,5020.9535384255578,3932.4536275537794,330.96706985822908,132.05471745520558,541.82790769833264,0,33.279384067846138,11.484318112060107,12792.277724146892
