work_zone,fixed_address_jobs_outside_home,at_home,no_fixed_address_jobs,total_jobs
104,3098.93420405447,822.3632185643589,149.9575461116651,4071.2549687304936
105,9567.52287504235,895.3190998540899,1376.435530783387,11839.277505679827
106,26460.40522599847,309.4694784012815,164.9161197152441,26934.790824114996
107,10914.388358889402,3003.965625429624,1886.7853741990184,15805.139358518045
108,14496.15357956692,636.0945458547559,805.436671487353,15937.684796909029
109,24367.063074572176,16340.37428503866,3661.121550040651,44368.55890965149
110,20081.895014443853,3392.0040689073403,1550.780055987291,25024.679139338485
111,12084.505535287364,4354.122880977169,982.277872631715,17420.906288896247
112,15558.560930320347,3041.231642532067,1904.015186732954,20503.80775958537
113,21781.492465359832,2628.209514622435,719.504459094713,25129.20643907698
114,0,0,0,0
115,11237.83938463045,4344.51877946167,2616.912043996555,18199.27020808867
116,23482.487202229844,8040.929712851373,3645.4804801127593,35168.89739519398
117,12946.138430779674,5784.212199468251,3398.0421269214767,22128.3927571694
118,3292.707744264976,1608.5675058017796,438.0830981260383,5339.358348192794
119,13336.863388919011,7390.442976786266,5078.751678562479,25806.058044267756
120,0,0,0,0
121,5671.112023085104,4554.538649251543,3869.3934293332222,14095.04410166987
122,1760.0797066142998,5579.748933962778,2234.095456816436,9573.924097393514
123,2942.127445618248,3006.42560613596,999.6178796003459,6948.170931354554
124,6793.803826040935,3555.0209250898156,2495.8702088640543,12844.694959994806
125,8676.86862073442,1779.198993864714,2654.948102598633,13111.015717197768
126,10688.1844037825,1129.197913218195,185.714689673239,12003.097006673934
127,22593.210836441664,4030.0102130541377,2511.564381465695,29134.785430961496
128,9411.649397907055,240.56995194304315,129.1094809763882,9781.328830826487
129,14481.998930573667,436.15687295326416,66.3333381992719,14984.489141726204
130,5132.496503701954,273.4609387450161,214.6021544605822,5620.559596907552
131,10059.687501995431,32.22849480563441,1403.5709834048473,11495.486980205911
132,3183.4616372764635,0,235.969033241893,3419.4306705183567
133,18348.27314236013,3808.3203909806457,1439.518663478872,23596.11219681965
134,11361.980519528572,1739.8830938666613,1317.6166774565747,14419.480290851809
135,13037.471893678474,6145.896773604108,651.265693621569,19834.63436090415
136,15276.139158529357,4918.354139183941,1246.556887480414,21441.050185193708
137,10064.03033350096,5041.78433442682,3931.20573744596,19037.02040537374
138,14281.27568398615,303.3314146649486,744.7522696847534,15329.359368335852
139,5244.011261026472,2274.430794580495,799.579669293872,8318.021724900838
140,7289.75292598839,3733.928184096877,317.85455460626827,11341.535664691535
141,21895.95398040512,2112.169237150596,8346.436323659462,32354.559541215174
142,9792.559436855277,1849.788623794439,1883.7297534547088,13526.077814104425
143,0,0,0,0
144,20734.51497641357,7192.900286046384,4032.4799063399937,31959.89516879995
145,1264.7776090639452,659.7424026845415,733.0133471275931,2657.53335887608
146,0,0,0,0
147,7514.125154441663,1808.9909661640793,251.03093636047652,9574.147056966216
148,5813.524573679428,1293.1952814759948,969.0211574288525,8075.741012584275
149,0,0,0,0
150,9028.693479885455,3794.6127865705257,2674.9273152424093,15498.23358169839
151,10940.26577998175,3317.944648466825,2924.430010538211,17182.640438986786
152,7291.835597620789,3390.0742454814854,1128.1300223980477,11810.039865500325
153,6300.077103452716,1445.449317184818,367.257386621649,8112.783807259183
154,19570.322054767883,3804.4822906177415,3780.1825390342783,27154.986884419905
155,3076.1071538835863,1821.461923765044,2169.73792607443,7067.30700372306
156,12688.567649060817,5096.781293205887,537.571770948618,18322.920713215324
157,1591.16752460535,1320.1303601814486,633.4356050560814,3544.7334898428803
158,7923.981457449923,7457.958146021997,1510.01601335412,16891.955616826042
159,14647.9467385131,3785.3569196191106,4735.890774415755,23169.194432547967
160,11744.576408047547,3397.6344795830437,2533.430705311266,17675.641592941858
161,28325.50607027527,5307.11306841108,1470.089440078455,35102.70857876481
162,20694.142258056097,3486.31543091124,1603.3358047424665,25783.7934937098
163,18940.830573901512,3946.385252467605,2309.193389463985,25196.4092158331
164,16226.936818652564,1925.605701154611,348.3138709834925,18500.85639079067
165,8729.241950826367,190.38490421784385,569.461637011017,9489.088492055227
166,32290.42360200233,2431.6715333985458,1604.9127026928013,36327.00783809368
167,33537.600193054124,2729.736307516868,646.9056548592363,36914.24215543023
168,21917.085387218944,2953.307445783591,1655.06288709242,26525.455720094953
169,18408.29476583504,3547.403075097135,1505.5613625979147,23461.25920353009
170,30167.465502625055,3459.229416853063,748.009083824129,34374.70400330225
171,10887.852431906978,3204.4877309175135,1489.06870815733,15581.408870981822
172,5009.59691454377,2976.6989065855855,1001.7807879127748,8988.07660904213
173,7684.375521192817,2348.2199475575626,791.9017092415756,10824.497177991956
174,5579.0216257885895,2996.129690704294,65.9503864937268,8641.10170298661
175,4253.853023848946,4700.221381522128,1547.8186958410508,10501.893101212125
176,7538.716050138047,4240.672303438355,1170.9033903425627,12950.291743918964
177,1345.8362753111317,853.4826507250193,740.0584021279907,2939.3773281641415
178,600.599744234285,0,0,600.599744234285
179,0,0,0,0
180,7281.229263469629,3243.442036332556,174.764616434056,10699.435916236242
181,11149.201415458429,3677.248242635931,5045.4111365641165,19871.86079465847
182,6880.2307738635145,2245.500567201091,2603.433534072539,11729.164875137143
183,5480.258593925707,3332.385033494016,4062.19458599888,12874.838213418603
184,3537.9346244927224,1671.2389358252103,1197.3077074900918,6406.481267808025
185,2777.7264750723843,1911.700398463724,841.488898878674,5530.915772414783
186,1809.1828030716697,594.1243882810099,501.18832452207914,2904.4955158747584
187,3733.598582666674,4804.826217793709,1302.921059996321,9841.345860456702
188,8680.60897249618,2471.194829341272,920.446449916064,12072.250251753516
