origin_zone,public_transport_a,individual_transport_b,motorized_a_b,non_motorized_c,total_a_b_c
331,13427.438399336821,14289.02865142572,27716.46705076254,12112.731341973247,39829.19839273579
332,19527.959200901692,24849.980976289869,44377.94017719156,13891.013972741075,58268.95414993263
333,22487.302714750498,20112.620146592413,42599.922861342915,5889.133614478095,48489.05647582101
334,9760.1943409906889,10627.666862239419,20387.86120323011,10558.724915289467,30946.586118519575
335,20693.131860021309,16017.240557693716,36710.37241771503,13844.164114688156,50554.53653240318
336,13204.022424132359,30122.325853703951,43326.34827783631,8783.134834700519,52109.48311253683
337,16099.27644696577,48383.85308012669,64483.12952709246,6533.708713059279,71016.83824015174
338,10971.506435372168,20081.235668271827,31052.742103643996,6197.096777979912,37249.83888162391
339,24397.576298803415,11940.956746330936,36338.53304513435,16508.352881944367,52846.885927078714
340,35943.052290754771,25049.645620547366,60992.69791130214,5962.579424422205,66955.27733572434
341,10141.94492126735,20910.643000392811,31052.58792166016,1825.8849362436688,32878.47285790383
342,7842.3208523114381,11710.1029180764,19552.42377038784,4609.635736016834,24162.059506404672
343,12104.875216618715,26168.09845129068,38272.97366790939,11653.80608352106,49926.779751430455
344,774.83821248542858,5113.7159965224346,5888.554209007863,61.49881303050727,5950.053022038371
345,20940.841908073566,53745.961684680165,74686.80359275373,17855.069363059025,92541.87295581275
346,15615.526601770049,12424.032287133845,28039.55888890389,14512.462535224024,42552.02142412792
347,338.36700302007887,1093.0876895445056,1431.4546925645843,0,1431.4546925645843
348,57485.982923940552,59779.853019998431,117265.835943939,38905.37911117146,156171.21505511046
349,12439.543438586174,8432.7699156057352,20872.31335419191,3953.5318401460686,24825.845194337977
350,997.39682631692733,0,997.3968263169273,0,997.3968263169273
351,25052.326833538245,30764.161189014456,55816.4880225527,39201.583101513934,95018.07112406663
352,22062.657562079494,39835.213043650074,61897.87060572957,26790.363655417168,88688.23426114673
353,0,3591.3241797736291,3591.324179773629,0,3591.324179773629
354,-,-,0,0,0
355,-,-,0,0,0
356,29085.711524583541,18722.374916826822,47808.08644141036,39700.639397231746,87508.7258386421
357,42551.312479336251,15710.644840115918,58261.957319452165,47317.85346816296,105579.81078761512
358,1878.6941418575591,1949.2034641854921,3827.8976060430514,1821.5475109966071,5649.445117039659
359,10546.964579809373,48744.119272117146,59291.08385192652,34382.61261132113,93673.69646324764
360,772.06896361915847,20751.733656316672,21523.802619935832,0,21523.802619935832
361,8821.6435184705533,17018.903233990612,25840.546752461167,14994.921349255756,40835.46810171692
362,5064.6412146873199,11129.638836076247,16194.280050763566,6470.039761949318,22664.319812712885
363,44938.679554759845,26610.68828461138,71549.36783937123,16501.935444854756,88051.30328422599
364,34774.264165427041,42047.910319113769,76822.17448454081,25115.542153753457,101937.71663829428
365,18339.835022902422,15188.40624388707,33528.24126678949,9374.220374183245,42902.46164097273
366,8438.6507638045405,6855.689469518763,15294.340233323304,3605.8680437152784,18900.208277038582
367,27181.431929451948,36359.869171466657,63541.3011009186,19874.28180426193,83415.58290518053
368,22290.098824236105,22843.538496228997,45133.6373204651,9317.291203106548,54450.928523571645
369,17950.502423383092,26061.153959001436,44011.65638238453,40642.628353593835,84654.28473597836
370,29148.087682543297,33503.554900999232,62651.64258354253,27595.54389076266,90247.1864743052
371,47977.37192110499,41104.105195744458,89081.47711684943,48020.08594104751,137101.56305789697
372,32072.867938439005,22344.665409185942,54417.53334762495,25963.073053923723,80380.60640154868
373,14027.696500949336,15122.134776519048,29149.831277468384,27962.905036734657,57112.73631420304
374,25127.454560000959,30407.103833961555,55534.558393962514,24986.092924050008,80520.65131801252
375,14837.096044421372,20577.588262710568,35414.68430713194,3253.502630950261,38668.1869380822
376,37229.280705592879,35704.119366334678,72933.40007192755,54852.675098441854,127786.0751703694
377,23679.305878128849,20458.484010986365,44137.789889115214,38630.69848271615,82768.48837183136
378,74415.651246555455,52547.840156200742,126963.4914027562,118915.98596953014,245879.47737228632
379,36475.010674616795,49164.761926834908,85639.7726014517,61459.585161701725,147099.3577631534
380,23180.375526975389,25636.694504515992,48817.070031491385,21118.432524349875,69935.50255584126
381,51461.301750118531,34067.098516456979,85528.40026657551,38298.80801079433,123827.20827736983
382,-,-,0,0,0
383,37573.350152907929,31838.632212976419,69411.98236588435,46600.82829633099,116012.81066221534
384,41066.531651922887,31960.616039911954,73027.14769183483,38293.1064851453,111320.25417698012
385,14400.544088331826,6414.3961642849781,20814.940252616805,8035.043584214323,28849.98383683113
386,-,-,0,0,0
387,1912.3805943765601,4400.1003111142627,6312.480905490823,3109.6469223389604,9422.127827829783
388,39482.697513656902,48358.39827966872,87841.09579332563,50133.03160545917,137974.1273987848
389,3101.2710782941363,6139.0531999774867,9240.324278271622,2158.797007274121,11399.121285545743
390,16984.917781141754,23220.603200216938,40205.520981358684,33629.14235034234,73834.66333170104
391,2616.9341133494772,6661.4331818918245,9278.367295241302,668.4871586979833,9946.854453939284
392,0,220.19514801059745,220.19514801059745,0,220.19514801059745
393,0,631.84702103114387,631.8470210311439,0,631.8470210311439
394,47203.702823313462,48038.92147926661,95242.62430258008,55116.257770775555,150358.88207335563
395,0,0,0,411.9443194194421,411.9443194194421
396,43501.367108515755,46028.551695107082,89529.91880362283,56554.02937760416,146083.948181227
397,6396.1004689536476,7527.335574888988,13923.436043842636,19456.7135169217,33380.14956076434
398,31791.795021278129,72742.524697151021,104534.31971842916,71591.96404403656,176126.2837624657
399,37244.333133048342,39768.511784792325,77012.84491784067,83197.97505060716,160210.81996844785
400,37858.718896335151,50853.51030921319,88712.22920554834,50046.798082149864,138759.0272876982
401,43622.230850005071,49254.426721367126,92876.6575713722,71495.23521381349,164371.8927851857
402,34686.861357159331,24268.207826908463,58955.06918406779,49807.24945175744,108762.31863582524
403,55106.360373791525,54729.676255343002,109836.03662913453,80111.85957953798,189947.8962086725
404,76858.968795557827,167089.32915599033,243948.29795154816,118801.51702589064,362749.8149774388
405,19355.147349275281,10777.79021913914,30132.937568414425,13892.74454258672,44025.682111001144
406,6482.1633399362345,6143.0258683044876,12625.18920824072,11171.988390231423,23797.177598472143
407,50818.094377868707,65049.081511674616,115867.17588954332,46556.95554028198,162424.1314298253
408,26964.101383424797,24640.094213661199,51604.195597086,29261.95778723655,80866.15338432255
409,26732.705454550964,27457.937635743685,54190.643090294645,12898.461658099968,67089.10474839462
410,46306.202917757619,45490.103159062783,91796.3060768204,53903.78341582856,145700.08949264896
411,15903.133481459732,17967.51073332518,33870.644214784916,39951.59287738341,73822.23709216833
412,10582.870499521176,8048.069187902297,18630.939687423474,11320.609159493288,29951.54884691676
413,5764.4711816553327,6952.2938271991698,12716.765008854502,4761.5086869319275,17478.27369578643
414,6989.4590628806754,5474.3003067327454,12463.75936961342,4887.294047210377,17351.053416823797
415,21135.800885361867,18735.850976039561,39871.65186140143,15874.85584381493,55746.507705216354
416,9471.5258580761856,8191.2908844904778,17662.81674256666,4994.584592948851,22657.40133551551
417,0,439.32143998154925,439.3214399815493,0,439.3214399815493
418,5723.656899274707,10695.890358742769,16419.547258017476,14054.011050898953,30473.55830891643
419,30.928561100490608,0,30.928561100490608,0,30.928561100490608
420,2062.7458842911469,4716.3851436558434,6779.131027946991,9937.083290874925,16716.214318821916
421,0,104.15423817265385,104.15423817265383,0,104.15423817265383
422,5414.0063636567511,16328.42518636676,21742.43155002351,26251.407566135167,47993.83911615868
423,-,-,0,0,0
424,17751.130472975859,54467.959003920456,72219.08947689632,41175.27682013468,113394.366297031
425,11935.708253795823,43790.797816879422,55726.50607067524,39250.713606093486,94977.21967676871
426,10996.456413820262,40238.254159381744,51234.710573202006,20321.000233961444,71555.71080716344
427,6743.4930706788637,19463.908397462219,26207.401468141084,4669.645548493156,30877.04701663424
428,27995.48906465945,30735.929462941014,58731.418527600465,15334.099775442928,74065.5183030434
429,55872.807272212987,156933.63505418543,212806.4423263984,41121.28580816189,253927.7281345603
430,9917.8203423170271,29852.541726047359,39770.36206836438,11408.051912838186,51178.41398120257
431,7309.5247658081325,31930.859890667318,39240.38465647545,4847.308149834551,44087.69280631
432,4006.0995709390932,10147.934830595213,14154.034401534307,13647.418635292288,27801.453036826595
433,7730.5099883845378,31874.277380579744,39604.78736896428,10716.206448540375,50320.993817504655
434,17320.004675146469,40210.276949989202,57530.28162513567,17029.715890656844,74559.99751579252
435,9894.1115163299201,41540.11462802242,51434.22614435234,23200.372038120066,74634.5981824724
436,10472.670672780434,41808.56177760211,52281.232450382544,15520.16120334707,67801.39365372961
437,9966.2260016647251,35612.453374855744,45578.67937652047,21403.73098828462,66982.4103648051
438,32662.032113638055,100168.47113770066,132830.50325133873,36497.79867662929,169328.30192796802
439,20450.935512694025,107853.62980637624,128304.56531907026,54649.829143899166,182954.39446296945
440,27597.823749662515,48533.947069708316,76131.77081937084,71708.52016783271,147840.29098720354
441,1263.4972180264472,985.01825050335788,2248.515468529805,724.1360526886288,2972.6515212184336
442,30971.040240763217,46560.422835120866,77531.46307588408,19180.784983224126,96712.24805910821
443,51796.457124417284,118699.83373652525,170496.29086094254,61727.37772614134,232223.66858708387
444,51672.803683740625,47897.314658014358,99570.11834175498,62641.85529062018,162211.97363237516
445,25340.76267408764,36291.356620980048,61632.1192950677,32404.54593368756,94036.66522875526
446,11327.180761202628,6347.3191938595692,17674.499955062198,3771.4104160659895,21445.910371128182
447,55110.909546623137,54223.53636135839,109334.44590798151,29457.63596183907,138792.0818698206
448,10575.92616475473,10857.246103746267,21433.172268500995,4084.5250773492294,25517.697345850225
449,6952.8365269589758,6190.3574354583106,13143.193962417286,2295.1485299011247,15438.34249231841
450,4962.0690512760029,5760.1206284161162,10722.18967969212,6346.34811978061,17068.53779947273
451,21610.347570772483,12474.056227940253,34084.40379871274,23146.982081895407,57231.38588060814
452,39590.83184779952,91247.19171041582,130838.02355821534,54682.20827108919,185520.23182930457
453,15260.720772039465,47834.95895234881,63095.67972438827,46926.09137471372,110021.77109910198
454,19845.482778740155,77669.287132486948,97514.76991122711,12561.182226758829,110075.95213798594
455,24843.811905806368,79989.051540952292,104832.86344675864,16952.342191977354,121785.205638736
456,46195.805606110967,142193.09216521448,188388.89777132543,38817.61687504476,227206.5146463702
457,53740.2548153178,113341.82914447399,167082.08395979178,42630.276767030475,209712.36072682223
458,33421.409416463255,91018.876424967297,124440.28584143057,46544.00862922736,170984.29447065791
459,19163.870252846627,21702.84387664227,40866.7141294889,15136.333241391292,56003.047370880195
460,11668.248490373866,6878.1925431148857,18546.44103348875,4560.233862385362,23106.674895874112
461,1876.6247436478525,1311.6626708507688,3188.2874144986213,0,3188.2874144986213
462,53491.74632690697,71110.846643689758,124602.59297059671,66205.24130193066,190807.83427252737
463,39260.826811748462,80867.108284860078,120127.93509660852,55365.742121072595,175493.67721768114
464,16136.600738270206,51600.613066335507,67737.21380460571,64457.84598714527,132195.05979175097
465,30072.832500837536,52847.659542693422,82920.49204353096,85026.74704427569,167947.2390878067
466,14261.294904102515,43107.884787493655,57369.17969159617,46028.01380458772,103397.19349618389
467,17764.925245133327,38286.629338009676,56051.554583143006,40881.86983666512,96933.42441980813
468,38955.02451194288,69407.828301076617,108362.8528130195,24226.23504386013,132589.08785687963
469,18419.33387977818,19471.217521404753,37890.55140118294,13604.123282403034,51494.67468358597
470,27001.910506114065,42440.02540952745,69441.93591564152,42370.88092040806,111812.81683604958
471,17540.649829882932,18044.804975200423,35585.454805083355,24103.23656291876,59688.69136800211
472,16278.957545051282,18385.960828538475,34664.91837358975,36222.720897024905,70887.63927061466
473,41575.761121011186,65986.711569409454,107562.47269042065,81855.56368117603,189418.03637159668
474,27157.514897324731,34649.483244720817,61806.998142045544,28869.947874382175,90676.94601642771
475,6207.3843359909733,8773.0999379565073,14980.48427394748,9330.35744332016,24310.84171726764
476,55608.252024972571,41422.692805331237,97030.94483030381,83806.4464722094,180837.3913025132
477,2412.0246793069327,1784.9523721978198,4196.977051504753,560.7558463431222,4757.732897847875
478,4600.873530074723,3612.767375008229,8213.640905082952,1360.4133330284656,9574.054238111417
479,4746.5634765006089,6575.1543876917221,11321.717864192333,7281.284524843805,18603.002389036137
480,23956.32393358152,18806.963983764221,42763.28791734574,14155.980144858742,56919.268062204486
481,12317.22629556128,7639.3142898596443,19956.540585420924,6689.165724091721,26645.706309512643
482,2900.2382423384256,2247.6906511140915,5147.9288934525175,1477.4907474674094,6625.419640919927
483,9027.2673489550434,12081.490569051923,21108.75791800697,11598.527488314556,32707.28540632152
484,-,-,0,0,0
485,-,-,0,0,0
486,64939.935180896042,86906.452451007775,151846.3876319038,67537.57649580484,219383.96412770863
487,24845.344275782056,71074.226774320778,95919.57105010284,28880.468863829235,124800.03991393208
488,22728.916320981196,49599.396446228515,72328.31276720972,4480.677864506676,76808.9906317164
489,1770.4372478981593,2850.1273113677053,4620.564559265865,729.2464333772981,5349.8109926431625
490,13650.776546361474,30343.935198697931,43994.71174505941,24710.84549704804,68705.55724210745
491,27617.128462321925,24750.378585054648,52367.50704737657,29398.955406635472,81766.46245401204
492,21695.352051002341,17757.606621466413,39452.958672468754,8441.755644637129,47894.714317105885
493,5193.0634305481517,5710.128436001407,10903.191866549558,2248.4579097186383,13151.649776268196
494,30716.13440770267,42707.604033480435,73423.7384411831,64333.740510096366,137757.47895127948
495,39515.965719770174,50048.289251161768,89564.25497093194,39692.25503239128,129256.51000332324
496,21474.463845595612,35333.06440949707,56807.52825509268,29504.165440945213,86311.69369603788
497,10538.207394639012,24868.812986454694,35407.02038109371,23201.415488943345,58608.43587003705
498,7533.9558617586745,27074.11806265407,34608.07392441275,31928.792839220703,66536.86676363344
499,41832.302432742872,36317.897318616502,78150.19975135938,10301.686382413553,88451.88613377293
500,21706.858201151037,37912.706853955759,59619.5650551068,10964.60677531166,70584.17183041846
501,18265.545991006584,34707.33200925502,52972.8780002616,9952.732366203383,62925.610366464985
502,29324.530281900046,64168.999366201329,93493.52964810138,19946.21992578209,113439.74957388348
503,13293.508064391644,13596.181588273836,26889.68965266548,15484.382697411776,42374.07235007726
504,27582.386447426932,17098.081122612595,44680.46757003953,47465.02486839624,92145.49243843577
505,40265.027735057796,41415.078158972807,81680.1058940306,42151.425246502215,123831.5311405328
506,26923.262913577353,33333.516174393219,60256.77908797058,43862.613680755865,104119.39276872644
507,6003.812682367362,9884.6963282445558,15888.509010611917,5400.823551751071,21289.332562362983
508,16608.22585695513,8363.4834834221165,24971.709340377245,7497.943033055616,32469.652373432866
509,40666.437011923546,39076.807279938774,79743.24429186231,37401.71707845435,117144.96137031668
510,25625.552557994986,18986.658734541015,44612.211292536,15785.19267587318,60397.40396840918
511,23391.109388380948,25180.031678017636,48571.141066398595,17513.340851516477,66084.48191791507
512,19874.190817784816,12532.012346194002,32406.203163978815,13786.47161188837,46192.674775867185
513,5207.1896564013132,12770.272258250043,17977.461914651358,7706.9401021838685,25684.40201683523
514,26017.328192024528,61003.197010273005,87020.52520229753,34504.94701180268,121525.4722141002
515,2022.4663818800072,4595.1639066259095,6617.630288505917,4813.817007428057,11431.447295933973
516,13679.473343894781,46819.661731786087,60499.13507568086,8128.286807480803,68627.42188316167
517,11499.670319416557,37198.752582381741,48698.4229017983,10696.650258208698,59395.073160007
518,41192.398996524556,89721.293860582024,130913.69285710658,46369.524474614256,177283.21733172084
519,3244.0172180399845,1902.2439875049326,5146.261205544917,4461.686737071631,9607.947942616547
520,0,0,0,991.4901283391797,991.4901283391797
521,9903.9666707025917,27568.255057939648,37472.22172864224,6527.985481060073,44000.20720970231
522,11922.403546723226,39916.118285700701,51838.521832423925,33644.54294742978,85483.06477985371
523,816.86405512891895,7389.9618926886715,8206.82594781759,0,8206.82594781759
524,33375.76477196347,55493.561216313436,88869.3259882769,69430.37264636847,158299.69863464538
525,63804.585550719137,54519.001996293788,118323.58754701292,73044.94901744896,191368.5365644619
526,45909.640021473184,127908.03021924886,173817.67024072204,53164.71557493968,226982.38581566172
527,7477.4579768385292,7983.7426115447988,15461.200588383328,14979.923822673833,30441.124411057157
