residence_zone,income_up_to_2640,income_2640_5280,income_5280_10560,income_10560_15840,income_above_15840,total
272,432.85550913111774,2015.5232683019819,11481.203815755747,4969.4544261767633,2183.9629806343778,21082.999999999985
273,2048.8183159059881,22162.215980080713,20451.623239446839,10228.035161420994,6974.3073031454496,61864.99999999998
274,2716.4387122517287,12389.154191727584,11397.883720359234,5306.5233756614543,0,31810
275,4947.106197297464,6879.2205013059638,15834.499973463266,5457.687533776354,5333.4857941569517,38452
276,14326.80842451565,32062.146645919798,31338.018408225988,9119.0472347290743,1334.9792866095011,88181.00000000001
277,6936.6992438270727,18988.372755428329,16589.549488634744,9875.1423959099811,5239.2361161999097,57629.00000000003
278,35161.737321815192,52514.255640045019,30973.098593609713,4063.4591726885783,234.44927184150001,122947
279,13006.616033039618,35975.110568575423,25851.273398384979,0,0,74833.00000000001
280,1521.1074342720187,6991.7849993038508,8348.9977094852384,4500.7848549030514,4200.3250020358364,25562.999999999996
281,583.09724059123198,2765.0037874845775,16759.621758640853,12761.98881551064,6775.288397772697,39645
282,4556.9771477583963,6698.2011802992929,14654.504391287101,8072.0199088575482,2253.2973717976588,36234.99999999999
283,314.11991196483626,851.31648083568518,6364.9214772510386,5736.8491059516691,4094.7930239967745,17362.000000000004
284,19330.285305471403,16613.995609486283,14818.969608544799,1689.7494764975411,0,52453.00000000003
285,23167.698625217188,59402.647237388417,31533.055820885693,1094.598316508675,0,115198
286,1312.854137322659,2781.3144944442042,5906.5558034508567,808.0211122516256,702.2544525306555,11511
287,1235.71904058217,4952.6772099686141,10134.893859580576,8646.5019275779596,2515.207962290679,27484.999999999996
288,2584.0290965908512,8733.6783890945662,4214.2007562817616,510.68162475133801,2218.4101332814885,18261.000000000007
289,6864.2656072820773,18233.011958750609,14791.808463439915,2298.9157999311415,2657.9981705962509,44845.99999999999
290,2622.3672081546042,17953.212454434819,28831.13197700329,3473.2883604072867,0,52880
291,12221.474442825791,33064.881689214395,21854.511696561418,3865.1321713983839,0,71005.99999999999
