destination_zone,public_transport_a,individual_transport_b,motorized_a_b,non_motorized_c,total_a_b_c
331,11989.178586352858,16112.383254297371,28101.56184065023,12112.731341973247,40214.29318262348
332,19861.998223895836,24731.976127390601,44593.97435128644,13677.701536142302,58271.67588742874
333,22404.610675173644,19546.208272481501,41950.81894765515,5889.133614478095,47839.95256213324
334,8434.9514697652212,11937.777855073235,20372.729324838456,10558.724915289467,30931.454240127925
335,18536.521619726023,17609.038482554392,36145.56010228042,13706.015767996196,49851.57587027662
336,12919.478598910006,27934.353777600983,40853.83237651099,9134.595617991252,49988.42799450224
337,17905.304160632124,48511.409678183292,66416.71383881541,6317.710817389055,72734.42465620449
338,11245.292693854955,20045.080507695169,31290.373201550123,6197.096777979912,37487.46997953003
339,23878.503339297808,12653.45848915352,36531.96182845133,16756.122378900473,53288.0842073518
340,37212.570036058969,24733.606026862682,61946.17606292165,5859.059126936361,67805.23518985801
341,11177.297346775013,19322.980442836179,30500.27778961119,1817.3209161658183,32317.59870577701
342,5735.1092831619217,13082.084764653166,18817.194047815086,4602.526405503078,23419.720453318165
343,12936.563683019753,25901.9839152077,38838.54759822745,11653.80608352106,50492.353681748515
344,774.83821248542858,5113.7159965224346,5888.554209007863,61.49881303050727,5950.053022038371
345,20704.04242084521,52541.68339198883,73245.72581283405,17855.069363059025,91100.79517589307
346,15798.110158934676,12424.032287133845,28222.142446068523,14512.462535224024,42734.60498129254
347,338.36700302007887,1093.0876895445056,1431.4546925645843,0,1431.4546925645843
348,57212.615011211907,58364.545902037884,115577.1609132498,39043.34768837554,154620.50860162533
349,12192.018950935348,8432.7699156057352,20624.788866541083,3815.5632629419856,24440.352129483068
350,997.39682631692733,0,997.3968263169273,0,997.3968263169273
351,22511.429950141846,30981.495425079833,53492.925375221675,39201.583101513934,92694.50847673562
352,21915.975724952441,39762.140336036056,61678.1160609885,26790.363655417168,88468.47971640567
353,0,3591.3241797736291,3591.324179773629,0,3591.324179773629
354,-,-,0,0,0
355,-,-,0,0,0
356,29770.423827463364,18842.579984167307,48613.003811630675,39700.639397231746,88313.64320886241
357,41286.231367435779,15671.945619033595,56958.17698646938,47317.85346816296,104276.03045463232
358,1821.9265435315931,1867.6976179273283,3689.6241614589217,1821.5475109966071,5511.171672455529
359,10666.302164111363,47987.441104262551,58653.74326837392,34382.61261132113,93036.35587969504
360,772.06896361915847,20751.733656316672,21523.802619935832,0,21523.802619935832
361,8821.6435184705533,17018.903233990612,25840.546752461167,14994.921349255756,40835.46810171692
362,4538.928648315019,11129.638836076247,15668.567484391266,6470.039761949318,22138.607246340584
363,44219.308570456371,27426.476947642146,71645.78551809852,16904.22006487802,88550.00558297653
364,38966.138440420247,37860.640482223884,76826.77892264412,25115.542153753457,101942.32107639758
365,18545.417128843739,14464.656117214739,33010.07324605848,9374.220374183245,42384.29362024172
366,9614.4015295865738,8382.3329591808961,17996.73448876747,3605.8680437152784,21602.60253248275
367,27151.061939631396,35326.636757483313,62477.69869711471,21177.40095211044,83655.09964922516
368,21571.002173359775,22672.020468155737,44243.02264151551,9317.291203106548,53560.31384462206
369,17660.056922312087,25610.976527187806,43271.0334494999,39913.00822191037,83184.04167141026
370,27925.272050814205,34670.677774007483,62595.94982482168,27182.40081087424,89778.35063569593
371,49364.935268785717,39065.48138878218,88430.4166575679,48637.866953778714,137068.28361134662
372,31291.709837990973,23000.662841180638,54292.37267917161,25963.073053923723,80255.44573309533
373,14462.881538672584,16047.067501855741,30509.949040528325,27962.905036734657,58472.85407726298
374,24333.289310167023,34046.354897543737,58379.64420771077,24093.150444461753,82472.79465217251
375,16166.511876706192,13103.395609414081,29269.907486120275,4146.445110538514,33416.35259665879
376,36335.504835883599,36304.524511222458,72640.02934710606,54852.675098441854,127492.70444554792
377,23050.77294405668,20170.28128412598,43221.054228182664,38630.69848271615,81851.75271089881
378,75125.172232985817,51812.271122800754,126937.44335578656,118146.99650739031,245084.4398631769
379,36662.884038310607,50029.253253145675,86692.13729145628,60635.009974922024,147327.1472663783
380,22466.615411055034,26350.454620436347,48817.070031491385,21118.432524349875,69935.50255584126
381,51009.951719595403,34173.837689307227,85183.78940890264,38298.80801079433,123482.59741969698
382,-,-,0,0,0
383,37461.41642922043,31957.815800897515,69419.23223011795,46600.82829633099,116020.06052644894
384,44375.222770800778,33118.893595729067,77494.11636652984,38293.1064851453,115787.22285167512
385,14696.966900289332,5486.1684611980945,20183.135361487424,8035.043584214323,28218.178945701748
386,-,-,0,0,0
387,1865.4457664786382,4447.035139012185,6312.480905490824,3109.6469223389604,9422.127827829783
388,38891.902842928459,48882.347349692878,87774.25019262134,50133.03160545917,137907.2817980805
389,3101.2710782941363,6211.0501585000457,9312.321236794181,2158.797007274121,11471.118244068302
390,16925.885387358627,23220.603200216938,40146.488587575564,33629.14235034234,73775.63093791791
391,2616.9341133494772,6661.4331818918245,9278.367295241302,668.4871586979833,9946.854453939284
392,0,220.19514801059745,220.19514801059745,0,220.19514801059745
393,0,631.84702103114387,631.8470210311439,0,631.8470210311439
394,47483.141925900258,48384.889086569041,95868.03101246929,54722.23848702224,150590.26949949152
395,0,0,0,411.9443194194421,411.9443194194421
396,41853.649266930421,46352.49888518473,88206.14815211513,57304.81089935442,145510.95905146957
397,7122.7600845520064,7246.9304040053412,14369.690488557348,19099.95127892475,33469.6417674821
398,29963.148857944718,74384.612747848252,104347.76160579296,71591.96404403656,175939.72564982955
399,38457.958360534889,41243.66560438044,79701.62396491533,83774.11187511485,163475.7358400302
400,36787.737892570694,52182.798054645194,88970.53594721589,49271.73918159501,138242.2751288109
401,43586.119667754931,49693.65502619258,93279.77469394752,71495.23521381349,164775.009907761
402,33432.380513127617,23811.97768442611,57244.35819755373,50006.1715278046,107250.52972535833
403,55376.738133289335,55082.635298772795,110459.37343206212,79664.31163227442,190123.68506433655
404,78189.362443188176,164527.00926374219,242716.37170693037,119249.06497315422,361965.43668008456
405,19312.499404774484,10945.844277313787,30258.34368208827,13892.74454258672,44151.08822467499
406,6568.6711172452524,6768.541365976108,13337.21248322136,11171.988390231423,24509.200873452784
407,48728.609971679914,65851.52800446887,114580.13797614878,46652.79493562627,161232.93291177505
408,27230.835657350246,24640.094213661199,51870.929871011445,28926.700808989237,80797.63068000069
409,25887.718565104115,27018.709330918231,52906.427896022346,13137.879241002996,66044.30713702535
410,46584.509029529196,45490.103159062783,92074.61218859197,53903.78341582856,145978.39560442054
411,16315.273563995155,18348.623220725851,34663.89678472101,39951.59287738341,74615.48966210442
412,11722.005800798652,8373.6314519924035,20095.637252791057,11320.609159493288,31416.246412284345
413,5764.4711816553327,6952.2938271991698,12716.765008854502,4761.5086869319275,17478.27369578643
414,6610.6451299200762,5795.598715170725,12406.2438450908,4887.294047210377,17293.537892301178
415,21625.109376955628,18013.201281526712,39638.31065848234,15874.85584381493,55513.166502297274
416,9297.634079569516,8069.9218843325943,17367.55596390211,4994.584592948851,22362.14055685096
417,0,177.9599232923151,177.9599232923151,0,177.9599232923151
418,5723.656899274707,10878.654285827812,16602.311185102517,14054.011050898953,30656.32223600147
419,30.928561100490608,0,30.928561100490608,0,30.928561100490608
420,1919.6599128891196,4387.0212941781192,6306.681207067239,9937.083290874925,16243.764497942164
421,0,104.15423817265385,104.15423817265383,0,104.15423817265383
422,5397.0576094728995,16328.42518636676,21725.48279583966,26251.407566135167,47976.89036197483
423,-,-,0,0,0
424,16989.844988842899,55123.307330604053,72113.15231944695,40805.323105008145,112918.4754244551
425,12802.436228273158,43696.297583863328,56498.73381213649,38059.92023396574,94558.65404610222
426,9613.4154228985772,42549.31499304629,52162.73041594487,19749.237232596428,71911.9676485413
427,6802.9362861345535,19021.09025257796,25824.026538712515,5173.473275578281,30997.499814290793
428,27942.728014128217,30039.872231120193,57982.60024524841,16311.53274991626,74294.13299516468
429,54393.882490953554,160277.87636628174,214671.75885723528,40817.905569464965,255489.66442670024
430,8341.3346417139055,29865.881471004723,38207.21611271863,11711.432151535108,49918.64826425374
431,7309.5247658081325,31930.859890667318,39240.38465647545,4847.308149834551,44087.69280631
432,4244.8366046241463,8158.6583231313252,12403.494927755472,14220.123146132864,26623.618073888338
433,7786.0497770774209,31818.737591886867,39604.78736896429,10716.206448540375,50320.99381750466
434,18266.153623128142,38724.308633530425,56990.46225665857,17029.715890656844,74020.17814731541
435,10468.721691596149,41540.11462802242,52008.83631961857,23200.372038120066,75209.20835773862
436,11743.494647309317,39217.314678643423,50960.80932595274,15520.16120334707,66480.97052929981
437,9095.1315516602754,39253.610364406166,48348.74191606644,20313.05412459509,68661.79604066153
438,35232.538929639304,98971.982404861017,134204.5213345003,36497.79867662929,170702.3200111296
439,21466.748448426464,106087.16584979923,127553.91429822567,54649.829143899166,182203.7434421249
440,26003.057339297546,49932.726161807623,75935.78350110516,71708.52016783271,147644.30366893788
441,1263.4972180264472,985.01825050335788,2248.515468529805,724.1360526886288,2972.6515212184336
442,30952.785440675118,47105.831080390162,78058.61652106528,19862.96987852852,97921.5863995938
443,51570.21627782323,118915.63292412946,170485.8492019527,61779.55455928564,232265.40376123833
444,50980.094750776152,46424.915513148291,97405.01026392444,62874.81717735808,160279.8274412825
445,25174.953540717946,35708.176859877931,60883.13040059588,32404.54593368756,93287.67633428345
446,11715.981052836936,6250.2798503202894,17966.260903157225,3771.4104160659895,21737.671319223213
447,53873.46626208994,51153.239007404845,105026.7052694948,29580.989210342013,134607.6944798368
448,10802.684626421085,12411.230863438432,23213.915489859515,4084.5250773492294,27298.440567208745
449,6887.0445809621951,5871.7327001821177,12758.777281144314,2295.1485299011247,15053.92581104544
450,4853.2251203659889,5654.0772353326365,10507.302355698626,6346.34811978061,16853.650475479237
451,21971.055440168009,12580.099621023732,34551.15506119174,23146.982081895407,57698.13714308715
452,37900.249806204367,95914.485857731241,133814.7356639356,54057.45287878102,187872.1885427166
453,14444.762598415313,49939.533488078378,64384.29608649369,45637.4750126083,110021.77109910198
454,18326.545046325933,77467.536618416576,95794.08166474251,13036.333015181155,108830.41467992366
455,30152.946135485399,77331.231836298175,107484.17797178356,17127.80488900149,124611.98286078506
456,44645.438206898289,140983.824339032,185629.26254593028,38988.53484907869,224617.79739500897
457,54066.245021803814,108507.33439403566,162573.57941583946,43747.97515510196,206321.55457094143
458,32389.036536856409,92917.103390453267,125306.13992730968,47096.993898693385,172403.13382600306
459,17795.350341310139,23359.952326432202,41155.30266774234,14694.530743796411,55849.833411538755
460,11668.248490373866,8159.9689093927182,19828.217399766585,4560.233862385362,24388.451262151943
461,1876.6247436478525,1311.6626708507688,3188.2874144986213,0,3188.2874144986213
462,54756.338285820384,71838.569874790192,126594.90816061058,66094.05853005951,192688.9666906701
463,40396.460047155262,78568.71985759068,118965.17990474596,57687.104977537725,176652.28488228368
464,15852.246013752967,50840.761519610955,66693.00753336393,64457.84598714527,131150.8535205092
465,27230.774645378071,55438.320741168332,82669.0953865464,85026.74704427569,167695.8424308221
466,15928.1836000151,43913.057754059126,59841.24135407423,43864.74912988464,103705.99048395889
467,17054.952282667749,38267.77435696379,55322.72663963154,40881.86983666512,96204.59647629666
468,41873.319687049589,66368.70693422317,108242.02662127276,23291.01027865271,131533.03689992547
469,20056.181441949826,17709.650429649144,37765.83187159897,14539.348047610456,52305.17991920943
470,27046.052903943433,43219.097219047268,70265.1501229907,42370.88092040806,112636.03104339878
471,17526.704887762971,19848.639858184339,37375.34474594731,23138.638315005344,60513.983060952654
472,17128.037164448091,18071.211824901136,35199.24898934923,36359.90892938235,71559.15791873158
473,43552.439964736484,66837.125454800116,110389.5654195366,82820.16192908945,193209.72734862607
474,26405.252807090172,35998.079445892072,62403.33225298225,28906.190553044515,91309.52280602677
475,6364.1239381105688,8946.5306489762897,15310.654587086858,9156.926732300379,24467.581319387238
476,54169.248404598278,41638.291494971396,95807.53989956967,82711.92452780755,178519.4644273772
477,2562.9716973801128,1768.932581252312,4331.904278632424,560.7558463431222,4892.660124975547
478,4925.9706550463006,3539.0354927521366,8465.006147798438,1360.4133330284656,9825.419480826904
479,4777.6196452955674,6575.1543876917221,11352.77403298729,7281.284524843805,18634.058557831097
480,24033.394581807304,18728.663927799207,42762.05850960651,14155.980144858742,56918.03865446526
481,12157.096868284751,8726.3824248593992,20883.479293144148,6689.165724091721,27572.645017235867
482,2900.2382423384256,2247.6906511140915,5147.9288934525175,1477.4907474674094,6625.419640919927
483,8970.6401777923875,12081.490569051923,21052.130746844312,11598.527488314556,32650.658235158862
484,-,-,0,0,0
485,-,-,0,0,0
486,62351.494118292554,86881.797344393097,149233.29146268565,67829.83477583024,217063.1262385159
487,25510.773409535774,70987.08467717153,96497.85808670729,28880.468863829235,125378.32695053656
488,23177.74903063535,51303.445324704924,74481.19435534027,4577.833304400627,79059.0276597409
489,1770.4372478981593,2850.1273113677053,4620.564559265865,729.2464333772981,5349.8109926431625
490,12861.474405717778,29291.598215975522,42153.072621693296,24710.84549704804,66863.91811874133
491,28457.855841048138,24750.378585054648,53208.23442610279,29305.90792467595,82514.14235077874
492,21034.057029322928,18004.93686779515,39038.99389711808,8187.141653401511,47226.13555051959
493,4743.6363125788812,5837.827790639165,10581.464103218046,2210.81362092885,12792.277724146896
494,31508.79389345942,41923.040953133692,73431.83484659312,64558.79685842221,137990.63170501532
495,39378.810233391028,49971.415318695392,89350.22555208643,39152.629914602985,128502.85546668942
496,21139.850195015646,37283.854561444205,58423.70475645985,27897.648208780764,86321.35296524061
497,10233.178077060307,24298.108082780011,34531.28615984032,23565.205328736713,58096.49148857703
498,7870.558760306737,25797.762996960333,33668.32175726707,32946.463883265926,66614.785640533
499,42572.283484171356,37267.670317331285,79839.95380150266,9694.483671473796,89534.43747297644
500,22369.775461842702,37152.696652182298,59522.47211402501,11310.645394396815,70833.11750842183
501,18295.822709674379,34743.689990021448,53039.51269969582,9952.732366203383,62992.24506589922
502,31622.888251970744,62493.827806443944,94116.71605841469,20142.351159291735,114259.06721770644
503,13135.857702321098,12836.814387676603,25972.6720899977,15844.612448723949,41817.28453872165
504,26904.12506258619,17458.310873924769,44362.43593651096,47104.79511708406,91467.23105359502
505,38971.15126478875,41136.707000180751,80107.8582649695,42691.05036429051,122798.90862926
506,26541.184511461197,34268.469034453956,60809.65354591515,43510.7046962957,104320.35824221084
507,6433.8767531982767,9603.9162870698547,16037.79304026813,5303.6681118571205,21341.461152125252
508,17702.857800346424,9232.0550090022734,26934.912809348694,7497.943033055616,34432.855842404315
509,38921.112077065722,37860.379463887795,76781.49154095352,37401.71707845435,114183.20861940787
510,25270.774587825301,19412.60867092136,44683.38325874666,16151.648886680705,60835.032145427365
511,23175.5209051116,25678.285449279261,48853.806354390865,17233.036643995252,66086.84299838611
512,19305.07665518131,12532.012346194002,31837.089001375312,13786.47161188837,45623.56061326368
513,5319.0665946723884,12536.712300498728,17855.778895171115,7968.22979160993,25824.00868678105
514,25227.411803345702,59509.947593886282,84737.35939723198,34504.94701180268,119242.30640903466
515,2022.4663818800072,4530.9475585886585,6553.413940468666,4712.202489993498,11265.616430462163
516,13800.922910571146,46995.899570560112,60796.822481131254,8128.286807480803,68925.10928861206
517,11652.941061236088,36552.172533052915,48205.113594289,10696.650258208698,58901.7638524977
518,42388.099181939055,88786.492233936951,131174.591415876,46369.524474614256,177544.11589049024
519,3244.0172180399845,1902.2439875049326,5146.261205544917,4461.686737071631,9607.947942616547
520,0,0,0,991.4901283391797,991.4901283391797
521,9903.9666707025917,27568.255057939648,37472.22172864224,6527.985481060073,44000.20720970231
522,11922.403546723226,39916.118285700701,51838.521832423925,33644.54294742978,85483.06477985371
523,839.90667944153063,7220.5112180847254,8060.417897526256,0,8060.417897526256
524,32876.393185884153,57369.467400478381,90245.86058636254,69363.7449563365,159609.60554269905
525,62812.693336946933,54950.897975999549,117763.59131294648,73044.94901744896,190808.54033039545
526,45253.366219375355,130114.8229265267,175368.18914590206,53164.71557493968,228532.90472084173
527,7603.2973432028821,7892.1952978344971,15495.49264103738,14979.923822673833,30475.41646371121
