residence_zone,formal_employee,informal_employee,public_employee,independent_professional,self_employed_registered,self_employed_unregistered,employer,family_business_owner,family_worker,total
190,6417.050093375604,372.7647037576198,1485.4467424404395,711.0646187187999,2028.472535018851,4681.4861863216565,434.074587741444,1749.591025775174,0,17879.950493149594
191,,,,,,,,,,
192,8301.85770039803,804.88919298356,426.875672327609,715.1662876436731,1988.2839635910789,3382.019769718925,0,509.228869602362,919.3474922697188,17047.668948534956
193,5601.0292689842745,0,369.4624410002646,0,1059.861094413297,1611.559029882754,0,0,0,8641.911834280589
194,6429.0187884992965,180.326093258482,0,0,1702.244741764811,2474.667481440139,175.0865025181551,0,0,10961.343607480889
195,14764.222776653978,85.3469374114321,702.525496850063,245.275942448986,1371.120418537269,3159.8969876581205,0,0,0,20328.388559559848
196,8631.847225854897,1060.086922810242,358.511543624135,0,1055.836150763716,3536.008032166976,0,0,0,14642.289875219962
197,5688.729560714902,0,538.639756119117,187.466971686003,1293.8246355019298,1665.0961547315585,0,0,0,9373.757078753515
198,7092.603846236151,818.272485683282,435.73891679116144,320.4021885248132,1059.783154196448,1816.421280025753,137.184800755393,161.679927535304,0,11842.086599748302
199,28787.429321725573,1598.022363595858,0,395.624456535609,728.1695163188612,14085.770679019566,0,905.606776537197,163.752949479859,46664.37606321251
200,9709.151101634712,882.109579475921,160.854026070435,0,330.171285966158,3265.2549980753292,0,0,0,14347.54099122256
201,19420.14240685325,365.667860726748,2700.5924182949484,0,0,6124.354736538398,0,0,0,28610.757422413357
202,18259.066885599404,1699.3752725570953,744.857954038052,636.8823051006231,3288.771686210591,9876.410912952198,550.019355524892,0,0,35055.38437198285
203,13861.5545390633,1251.3352942443569,627.728450925583,0,1726.53073004348,7516.218050253384,0,921.770346693494,0,25905.13741122358
