residence_zone,no_cars,one_car,two_cars,three_or_more_cars,total_families
414,3118.117647058825,3118.117647058825,389.764705882353,0,6626.000000000003
415,7203.00000000001,6094.846153846162,1108.153846153848,0,14406.00000000002
416,3392.0333333333365,4933.86666666667,925.1000000000012,0,9251.000000000007
417,,,,0,0
418,6230.7999999999965,4041.6000000000017,673.6,0,10945.999999999998
419,,,,0,0
420,3352.859999999999,2731.96,124.18,0,6209
421,,,,0,0
422,3809.9199999999983,7143.599999999998,952.48,0,11905.999999999996
423,,,,0,0
424,7101.55102040817,7890.612244897967,4339.836734693879,0,19332.000000000015
425,6917.563636363636,10376.345454545455,3843.0909090909104,0,21137.000000000004
426,4854.786885245893,6241.868852459006,2774.1639344262244,462.360655737704,14333.180327868828
427,1275.5600000000002,1159.6,463.84,0,2899.0000000000005
428,2992.943396226421,2532.490566037741,460.45283018868,115.11320754717,6101.000000000012
429,4915.449438202245,19661.797752808947,4587.752808988762,0,29164.999999999956
430,2479.326923076921,9366.346153846143,2479.326923076921,0,14324.999999999984
431,2910.686567164179,5974.567164179107,1378.746268656717,0,10264.000000000004
432,5367.769230769226,3289.9230769230753,346.307692307692,173.153846153846,9177.153846153838
433,1954.7678571428603,7601.875000000019,2389.1607142857183,217.196428571429,12163.000000000027
434,6246.901960784318,10151.215686274516,3513.882352941179,0,19912.00000000001
435,5594.884615384612,10390.499999999996,3996.34615384615,799.26923076923,20780.99999999999
436,8653.584905660378,12115.018867924537,2163.396226415095,0,22932.000000000007
437,4960.499999999999,8598.199999999999,2976.2999999999997,0,16534.999999999996
438,16399.685714285715,21445.742857142857,6307.571428571428,0,44153
439,13962.783333333327,24251.149999999976,4409.299999999998,1469.766666666666,44092.99999999997
440,24211.666666666664,17985.809523809523,2075.285714285715,0,44272.7619047619
441,481,370,0,0,851
442,5673.830188679245,9555.924528301886,597.2452830188679,0,15827
443,16227.38823529412,22566.211764705884,3803.2941176470576,507.10588235294097,43104
444,31862.83333333333,22000.527777777777,379.31944444444406,379.31944444444406,54621.99999999999
445,11030.22448979592,16220.91836734694,3893.0204081632646,648.8367346938775,31793
446,4891.102040816326,4279.714285714284,815.1836734693878,0,9985.999999999998
447,12717.6730769231,13270.615384615394,2211.769230769232,552.942307692308,28753.000000000033
448,2766.188679245275,4556.075471698099,1301.7358490566,0,8623.999999999975
449,1373.9600000000005,3336.7599999999993,98.14,98.14,4907
450,1286.6999999999998,2830.7400000000016,171.56,0,4289.000000000002
451,3906.333333333343,7812.666666666688,0,0,11719.000000000033
452,9674.518518518515,22113.18518518517,3455.1851851851848,2073.111111111111,37315.99999999998
453,4625.0599999999995,12613.79999999999,3363.68,420.46,21022.99999999999
454,2500.509090909088,11877.418181818177,2500.509090909088,312.563636363636,17190.99999999999
455,5086.615384615382,14412.076923076917,2967.192307692306,0,22465.884615384603
456,11101.014084507053,16146.929577464807,8073.464788732398,504.591549295775,35826.00000000003
457,26191.773333333313,30485.506666666643,6869.973333333328,858.7466666666659,64405.99999999995
458,11891.163934426224,19252.360655737695,3397.475409836064,0,34540.999999999985
459,7919.545454545454,7602.763636363635,1583.90909090909,316.781818181818,17422.999999999996
460,3944.5333333333274,2958.3999999999955,246.533333333333,246.533333333333,7395.999999999989
461,,,,0,0
462,28689.675,21403.408333333336,4553.91666666667,0,54647.00000000001
463,13564.444444444429,10657.777777777766,968.888888888888,968.888888888888,26159.999999999967
464,20347.300000000017,14961.250000000007,598.45,0,35907.000000000015
465,22256.872727272712,12923.345454545452,4307.781818181817,0,39487.99999999998
466,10615.769230769223,9099.230769230764,379.134615384615,0,20094.134615384603
467,14807.5471698113,9378.113207547158,1480.754716981131,493.58490566037693,26159.999999999964
468,8914.33333333334,12584.941176470598,5243.7254901960805,0,26743.000000000015
469,7679.0727272727245,9348.436363636358,667.745454545454,667.745454545454,18362.99999999999
470,16630.370370370372,17909.629629629635,0,0,34540.00000000001
471,15617.000000000007,6246.799999999998,446.2,0,22310.000000000007
472,16568.59999999999,4478.000000000001,1343.4,0,22389.999999999993
473,22320.533333333336,18135.433333333334,1395.033333333334,0,41851.00000000001
474,11685.6,6019.854545454545,1416.436363636364,354.109090909091,19476
475,2619.2452830188695,2976.415094339624,714.33962264151,0,6310.000000000004
476,27269.33333333327,19173.749999999964,3834.749999999997,852.166666666666,51129.999999999905
477,444.2666666666669,1396.266666666667,63.4666666666667,0,1904.000000000001
478,1008.333333333334,1741.666666666668,0,0,2750.000000000002
479,2376.7999999999997,2733.32,713.0400000000001,118.84,5942
480,6685.1799999999985,5813.199999999999,1453.3000000000002,871.98,14823.659999999996
481,2735.5263157894783,3517.105263157901,1042.105263157896,130.263157894737,7425.000000000011
482,805.5666666666671,929.5000000000005,123.9333333333334,0,1859.000000000001
483,6534.800000000004,5270.000000000003,843.2,210.8,12858.800000000008
484,,,,0,0
485,,,,0,0
486,22473.29032258064,15450.3870967742,4213.74193548387,1404.58064516129,43542
487,11327.727272727292,5873.63636363637,3775.909090909095,2097.7272727272752,23075.000000000033
488,,,,0,0
489,,,,0,0
490,8503.999999999996,7522.769230769227,981.2307692307689,327.076923076923,17335.076923076915
491,7666.865384615392,11702.0576923077,2017.5961538461547,0,21386.51923076925
492,4041.8399999999974,5511.5999999999995,183.72,0,9737.159999999996
493,153.6,537.5999999999999,383.99999999999994,76.8,1151.9999999999998
494,28091.256198347033,15606.25344352614,2731.0943526170768,780.3126721763077,47208.916666666555
495,18668.8375,13660.124999999993,4098.0375,0,36426.99999999999
496,12343.999999999993,10515.259259259254,1371.555555555555,914.3703703703699,25145.185185185168
497,6177.359999999999,6177.359999999999,2353.28,0,14707.999999999998
498,7576.3600000000015,5854.460000000001,3443.8000000000006,688.76,17563.38
499,853.5616438356144,910.4657534246552,284.520547945205,28.4520547945205,2076.999999999995
500,1001.7636363636371,5151.927272727273,1574.2000000000012,143.109090909091,7871.000000000002
501,4628.942307692309,9566.480769230777,1542.98076923077,308.596153846154,16047.000000000007
502,8880,11100,2664,888,23532
503,7218.867924528302,7507.622641509433,577.509433962264,0,15304.000000000002
504,10794.420000000006,12850.500000000007,2056.08,0,25701.000000000015
505,13895.349999999991,27790.699999999964,3004.4000000000005,375.55,45065.99999999997
506,16589.72549019608,11849.803921568626,1777.4705882352932,1184.980392156862,31401.980392156864
507,2387.5999999999985,3199.3839999999977,334.264,47.752,5968.999999999997
508,3025.777777777774,2773.629629629627,756.444444444444,252.148148148148,6807.999999999994
509,25639.250000000004,17092.833333333303,976.733333333332,244.183333333333,43952.99999999997
510,6007.555555555553,8868.296296296294,572.148148148148,0,15447.999999999996
511,8172.559999999995,8915.519999999995,1485.92,0,18573.999999999993
512,6068.499999999995,5601.692307692304,466.807692307692,0,12136.999999999993
513,1823.119999999999,1542.6399999999994,210.36,0,3576.1199999999985
514,14999.039999999995,21427.200000000008,1428.48,0,37854.72000000001
515,1261.2765957446816,1891.9148936170227,315.3191489361704,394.14893617021306,3862.659574468088
516,4410.5555555555475,4929.444444444436,3372.777777777771,1297.22222222222,14009.999999999976
517,2584.245283018875,3962.509433962274,2239.679245283025,344.56603773585,9131.000000000025
518,30393.45833333336,23379.58333333335,2337.958333333335,0,56111.00000000005
519,1187.1999999999996,1681.8666666666666,98.9333333333333,0,2967.9999999999995
520,,,,0,0
521,7300.919999999998,8296.499999999998,995.58,0,16592.999999999996
522,6133.2599999999975,10101.84,1803.9,0,18039
523,239.3333333333332,717.9999999999995,658.1666666666663,179.4999999999999,1794.999999999999
524,18946,17998.699999999997,1894.6,0,38839.3
525,24444.75,15000.1875,4444.5,555.5625,44445
526,14429.866666666652,18037.33333333332,15782.66666666665,6763.999999999995,55013.86666666661
527,3343.3076923076896,2029.8653846153816,835.826923076922,0,6208.999999999993
