origin_zone,public_transport_minutes,individual_transport_minutes,walking,bicycle
492,48.453700919304737,30.175541146378077,10,14.307581269618474
493,67.076696301571502,24.718356437015402,37.5,18.720434473657495
494,57.547534996480415,27.150776782648109,0,13.761467674277831
495,61.761544878701422,32.224165386020459,0,13.209392494877777
496,74.71122055881419,19.128448108413096,0,12.528054322060575
497,75.905825582115924,35.056267170132045,8.75,13.867418773792753
498,76.114096385298367,29.441142854342893,10,14.634965301827938
499,45.788920133842986,19.825969751618349,7.5,14.115996322091217
500,40.562267894925121,22.538871413604706,0,10.195206279777301
501,43.156411602680166,23.075498121280464,0,12.03839600213292
502,49.755621607830669,22.813409222205994,15,13.496685293989813
503,63.952566850092389,34.731883857876134,0,9.2537926622941278
504,47.525730951716781,18.729206312394631,0,7.9331571082485768
505,52.73799064877673,32.846748516692564,0,9.9425810801462262
506,61.954861884165126,24.246916097343107,10,14.708675431348187
507,44.288776213904441,24.902730471269447,13.322581820304677,15.10369052246074
508,53.567199746587882,22.712216905249786,6,15.953197844375655
509,49.308889052865801,25.801850099950933,23.812476761260168,14.821728932750874
510,37.686215776348718,23.00824346848972,0,13.558330527713908
511,43.122261574811461,18.587045549131773,0,18.531723737760675
512,54.175400236533136,26.432306318190346,50,14.501375432245986
513,39.508222917248339,25.897226643915548,0,14.126281968207239
514,51.188428756328918,25.424370053137096,36,11.47006902386353
515,60.195594133753069,27.24199111254687,0,13.114628100040184
516,51.149309472648937,31.129640581576705,0,11.667536732190959
517,49.142585253084853,28.065398715577054,20,10.10964848617415
518,76.373185667842037,28.290122544782083,25,17.861929777645713
519,50.614597087462073,46.15651500341194,17.5,16.296069692438071
520,-,-,-,-
521,37.43099046079687,28.562468522559708,0,25.624317641372798
522,46.749696978990734,25.272577101280817,0,11.222926794272652
523,75.423406576384352,27.425398839832027,0,3
524,79.789071818387924,23.717870273638916,0,12.338443202441299
525,75.446323251893915,30.861403497393219,0,11.982291671496162
526,49.017729095716824,27.777504696353816,0,9.8171647612758406
527,63.674096732530415,20.651020388897333,0,12.071735319109298
